ID,T<sub>off</sub>,tau off unnormalized,1AP ∆Ffast normalized,1AP ∆Ffast unnormalized,1AP ∆F/F0 normalized,1AP ∆F/F0 unnormalized,20AP ∆F/F0,20AP ∆F/F0 unnormalized 
3962,1.506020551,0.579850111,0.820739176,10.80714589,1.191950835,8.061052975,0.706414071,76.96102541
2226,1.209356753,0.385679743,1.031486395,12.83397314,1.422639235,8.01638615,0.990657015,105.9323319
286,,,,,,,2.894529876,441.4338087
2726,1.082910379,0.459958121,1.103257239,9.834783097,1.202871668,7.913902817,0.920123181,74.40624168
8696,2.526970879,0.662778046,1.254991105,14.21691679,1.892227377,6.90815928,1.708604756,103.0461063
9527,3.372630801,0.732991458,3.269710054,21.66932129,2.753099838,6.857907006,4.054365369,199.3014866
4515,0.289629526,0.505001034,1.204640487,9.638362935,0.592585352,7.900260066,1.805905621,104.1916238
5742,4.529856548,2.103367539,0.898922854,9.764636335,1.701947951,6.846049389,1.017244166,78.19256175
4492,3.034616901,1.381206568,1.318370386,19.70814427,1.428132187,6.802676837,1.545442854,167.6532373
8372,4.34976984,1.245780909,1.649917417,22.75281948,1.972071893,6.772974144,1.71343701,138.9172479
8323,3.282922801,0.940234243,0.735125999,10.13759173,1.969868168,6.765405571,1.832245629,148.5496805
2686,1.058538483,0.592796963,0.393727606,8.368057381,1.042295422,7.885184886,0.742870631,123.7237201
7603,0.53085104,0.405530529,0.770535099,7.786269626,2.213191808,7.838074954,0.618776005,29.13083352
8744,2.748227277,0.720809536,1.246627605,14.12217254,1.844128654,6.732560067,1.553859124,93.71338329
8875,3.797616391,0.890291509,2.364868147,16.61135551,2.553314498,6.724892997,2.176206757,143.8323326
9507,2.51303574,0.79686252,2.141225596,16.24880147,1.463811818,6.721339982,1.33741001,123.6020752
2392,2.669274124,0.701400185,0.665423946,13.3892101,3.202578022,6.718867994,0.568211048,69.56549695
2446,0.974742303,0.460814563,1.004904343,6.609968794,1.108435787,7.832581779,0.950237785,121.2500958
2155,1.3684708,0.547421803,0.853732181,10.28493345,1.607730498,7.829957835,1.172793757,51.84239505
6419,2.184569779,0.669608254,1.150558339,26.27929245,1.524058336,6.670811449,0.80476812,94.95341466
2606,1.222570948,0.34226432,0.478593353,10.17174459,2.011518192,7.790793295,0.980116205,70.40622453
8366,5.11779343,1.130950478,2.417681351,27.99654562,2.022063367,9.741528445,2.881930591,188.5704035
9444,3.855477873,0.818052178,1.679349042,11.92767468,2.693223123,6.646788416,1.784798708,117.1091003
8376,7.347312054,1.696849248,2.325785869,25.65703735,2.29297124,9.606227243,1.915513743,147.1821562
8326,2.135773569,0.471971793,0.725288361,8.398777891,1.379356307,6.645211483,1.727385696,113.0262536
8880,5.251340595,0.918717066,2.691994815,18.70181905,2.646783201,9.582054467,4.058067263,159.590609
1072,2.415307548,0.614050331,1.084769837,18.77348902,1.012847172,6.637616294,1.915970976,525.5706109
8110,6.23518886,2.306169929,2.76771846,22.34962857,2.334881758,9.559369697,1.723373566,138.2252575
6391,5.361001958,2.423671435,1.077726829,13.73545252,2.042833525,9.442734714,1.407134166,150.4668127
6440,5.956652226,1.635028841,1.627531359,22.51108238,2.582182567,9.237385489,1.622315259,87.00890138
288,1.180442351,0.30010713,1.034843519,13.87123261,1.183913788,7.758688252,2.417840325,275.2618573
6412,4.183956601,1.624733789,1.906981945,31.63968972,3.336990918,6.6361191,2.261817567,223.2952646
8678,4.932851002,1.422151414,1.5378018,10.40419111,1.687831605,6.601846448,4.930186593,251.0621857
285,,0.262131781,0.602263539,14.60062377,,4.224754421,2.670912175,407.3307185
2725,1.248448954,0.322215373,0.959405439,13.92873196,1.959091168,7.722147822,1.193538173,88.00329322
1901,1.319018599,0.309103666,0.820630649,9.719290534,1.340942563,7.623546621,0.816932795,45.54072267
2140,1.464488529,0.382531112,0.740419255,9.26127889,2.469905617,7.623515651,1.710045905,125.1089936
7427,0.780600056,0.261573466,0.963622673,11.58628582,1.320744556,7.621056984,0.983415629,41.74849178
9347,4.171315223,1.300046205,1.615540014,15.45494302,1.676862159,6.536028853,0.571441968,47.71460144
7990,2.126776591,0.423442648,1.414983917,12.63445652,1.783573088,6.530361072,1.28004951,68.79854841
6412,3.406561126,0.588856248,0.985035367,13.55296465,1.473794183,6.526245795,2.261817567,223.2952646
8713,2.987612053,0.788763293,1.731297606,11.71331128,2.286449498,6.517353902,2.066820076,124.6501044
4436,2.647519999,0.91163805,0.88741324,15.99233089,1.205714688,6.476934168,1.656980209,202.8623908
8712,2.656234887,0.727243564,1.535080911,17.38985837,3.162167878,6.464528551,1.605361543,96.81949881
7888,2.462285707,0.42180002,1.32273792,13.96500568,2.396192342,6.446804709,2.829094346,100.1066003
8796,3.859718205,1.093878448,2.239316134,19.29240505,1.747047123,6.378973126,1.415049823,135.4338218
4505,2.597994646,1.18247785,0.711126187,8.716979787,1.336265511,6.365084775,1.721015885,162.5444852
9263,3.034549978,0.849097936,2.348037465,14.16011238,2.689546252,6.348691933,2.225362261,115.4206052
512,1.401824196,0.596445141,0.905782477,17.33890635,1.668329387,7.617991143,2.148417551,503.7236552
6412,4.501019893,1.002629022,1.169500823,10.39572347,1.362182922,6.344100404,2.261817567,223.2952646
8671,2.193024062,0.632253492,1.526702657,12.28543638,1.618727679,6.331550818,3.565942352,138.9203066
4003,0.728656988,0.280548519,0.573132287,8.283553451,1.125374829,7.610805616,1.257510074,82.06392656
5265,0.803288148,0.309283111,0.940734261,6.865958192,1.118919046,7.567145759,0.916095951,112.1566895
6076,1.458997168,0.540015802,1.176501838,16.15380655,1.310724391,7.529424681,1.454998812,127.0786184
9146,6.934174957,1.498483327,1.740527596,16.98636949,2.203533256,8.96212978,1.272710991,124.3291539
6126,6.169409218,1.485650707,1.034090481,14.51306568,1.891654061,8.368131961,1.647346152,89.92753089
8432,23.75565495,6.139831851,2.335547503,34.34834839,2.057304102,8.176439726,1.808493851,149.6963587
8335,28.55852359,6.59554255,1.269455011,14.0040642,1.928865674,8.080834884,0.775794373,59.60964209
8879,35.16747638,6.632637285,2.761148218,22.5948391,2.455524668,7.896744233,1.868225246,92.44009389
9362,18.35200048,5.805122861,4.375997318,29.35867139,1.370918294,7.844892309,3.619154609,212.093767
8437,28.7851582,7.874114972,1.412760424,24.35997119,1.789099257,7.607362127,1.950008485,104.6987491
2661,1.239263547,0.560262369,1.372891578,21.19667766,1.600847394,7.399710782,0.925436557,99.3117546
5262,0.94932058,0.44879631,0.886388249,7.331482969,1.045363361,7.386890705,0.810225743,103.3845954
6796,0.852499608,0.261305809,0.628038891,14.34470303,1.667942345,7.300592523,0.651751843,76.89924769
7868,1.136624749,0.315552468,1.093582033,13.02493941,1.729739676,7.267370449,0.985498667,53.81976821
6432,4.449502358,1.354314622,1.515916232,19.1059251,1.014455734,6.322792541,1.290214461,155.184864
3560,1.525591516,0.449060589,0.945822034,14.1389683,3.598290764,7.247846985,0.563746581,53.24407441
6432,4.03592241,1.717195579,1.253032821,32.56505388,1.382375156,6.312255711,1.290214461,155.184864
6362,2.393991324,0.73008433,1.403929512,13.91354339,1.279369169,6.27323271,1.438912789,100.9462248
4484,2.597109741,0.448934935,1.724101933,10.56606002,1.415238202,6.266948584,1.4271634,210.4988745
6352,3.289130474,0.975084485,1.498087593,21.80880316,1.225644482,6.240147499,1.253182087,89.61789367
3595,1.6064449,0.325225716,1.277664139,11.33004089,1.787715533,7.218112784,0.901023898,48.9322425
6432,4.021605859,2.46219215,1.28641051,17.792894,1.625000381,6.187556562,1.290214461,155.184864
7987,3.523005885,0.761336879,0.824821673,7.734465176,1.74687662,6.174596097,0.661534889,53.11909617
250,2.17704945,0.553477315,1.367395511,16.76152455,0.94041859,6.162961139,3.736855474,717.7022772
3568,2.843318415,0.61036296,0.590280567,6.578152198,1.648538366,6.156631559,0.899412699,40.62285885
264,0.848806553,0.215794442,0.738634192,12.56534175,1.097940939,7.195271777,1.057260513,166.9572077
9178,2.395579534,0.517687542,1.570785784,15.32980447,1.511433275,6.147246075,1.255094138,122.6081909
8378,2.228043629,0.725350557,1.443263547,18.58131782,1.452665639,6.136603689,1.31549174,127.379377
3948,0.971883504,0.459463051,0.765467241,8.39964086,1.015157804,7.173448037,0.941031557,120.0753835
2720,1.175098345,0.470068089,0.716634748,9.246457579,1.47259584,7.171825965,1.280061329,76.1432996
9529,3.093404888,0.715463366,2.465700335,16.83465279,2.021293473,6.133683503,2.585879919,203.6905436
6391,2.501529176,0.899815414,2.627229431,16.1008252,2.208311858,6.089484729,1.407134166,150.4668127
6816,1.027217636,0.280982412,0.973754098,15.19796078,1.381573748,7.154640833,1.259271647,93.3898714
9528,2.334155432,0.539859075,2.218210659,15.14490862,2.005688815,6.086330638,2.068879912,142.092216
2753,1.131511177,0.452632156,0.936496592,11.28199843,1.468940813,7.154025278,0.921450853,54.81167716
3956,0.88497096,0.34073274,0.757819736,8.315723098,1.057528151,7.151964827,0.9064429,110.9748763
182,2.773653123,0.794938496,3.026072406,38.13925302,1.617070709,6.071643396,2.539388527,387.2725441
8959,3.814080109,0.773312907,1.682935093,12.64153746,1.587700291,6.037624892,1.964988266,106.3794119
6391,2.576061101,0.627710368,1.388926664,12.34620552,2.01174912,6.004129012,1.407134166,150.4668127
236,1.32042541,0.329345532,0.688575706,10.58892498,1.256181616,7.146058841,0.778058606,333.1242651
4028,0.988002604,0.46708344,0.85551117,10.19930656,1.010293464,7.139074964,0.895190058,114.2260201
2184,1.032025031,0.438344949,0.618663655,7.738340964,1.084431858,7.134666619,1.247216135,94.55192832
2787,2.238847018,0.696380411,0.788568287,9.401221151,1.764239045,6.001415314,0.798517916,70.8517492
2723,1.115612032,0.446272109,0.665023493,11.68387572,1.462537122,7.122838068,0.77216951,37.92023187
6039,1.833615487,0.378634054,0.388449988,5.352451259,1.407482628,7.117841677,0.720904531,30.06230791
8035,3.05183648,0.659515123,1.201200258,11.26381844,1.697365524,5.999591738,0.746498533,59.94139997
8319,4.426970889,1.022401413,0.861356851,9.502106444,1.431614038,5.997637274,0.715180302,54.9522442
2185,1.621773987,0.908217047,0.735689344,10.12224739,0.940840589,7.117657656,0.704881385,117.3966819
7989,1.886020053,0.375507859,1.289573492,11.51466105,1.939595614,7.101620771,2.26971503,108.6917028
8476,4.682916351,1.39820087,1.623789172,12.68850569,1.964401203,5.984706475,1.608167482,84.90514284
7987,3.627838548,0.793249412,0.939058164,9.172761301,2.394815328,5.971931402,0.661534889,53.11909617
1068,1.376623614,0.585722852,1.074488939,13.71407594,1.539112473,7.0279558,1.711473421,469.4748212
7036,1.628880614,0.414465982,1.234620621,19.56020859,1.595155515,6.991787957,1.249222567,70.09794519
494,0.738416916,0.187729779,0.788855975,20.19373888,1.065489958,6.982606756,0.885764434,180.4363555
7995,6.550574644,1.415607642,1.504109935,14.10424374,2.148618415,7.594612423,1.65712334,84.11761401
6363,2.045489761,0.556210862,1.033726401,24.21241067,1.411451747,5.966901194,1.420651,97.75281863
6764,2.241266638,0.516012855,1.603760462,18.27490104,1.07535456,5.950306917,3.124526907,127.5253683
266,1.345492405,0.386954075,0.898882111,12.9949934,2.039768644,6.977921061,1.697074055,154.0971789
5404,2.309353001,0.512431243,0.893090814,8.211092002,1.144840908,5.932505247,0.711344147,40.47156391
9004,3.991146208,0.741065819,1.275120249,11.09214409,1.509112475,5.92571283,2.090575574,115.9585842
6366,3.599362439,0.898967739,1.575287145,18.036253,2.129108061,5.921380661,2.129898002,112.8886326
2168,1.576523265,0.502773963,1.248294305,19.27296549,1.234214965,6.954640015,1.120775983,120.2742949
9531,3.348102634,1.151149757,0.972336424,9.276402051,1.405029524,5.907535285,0.959219568,78.89466149
8712,2.438322623,0.660225447,1.178551994,8.013002632,2.272677335,5.889233086,1.605361543,96.81949881
7604,0.854250509,0.652583558,0.919936664,9.295974855,1.957186325,6.931425039,0.913314488,42.99716229
258,1.620274212,0.465979374,0.751490861,15.2332335,2.026075461,6.931077538,3.21315893,291.7602358
6353,2.93265708,0.894358704,1.117270143,11.07262614,1.198809088,5.87821605,0.817335933,57.33980369
6439,2.442460014,0.670425671,1.139665744,15.76320438,1.638454978,5.86133623,1.544759088,82.84936631
8344,4.91370727,1.134812354,2.443878729,26.95978537,1.39348811,5.837911618,1.766980225,135.7692997
6804,1.557383847,0.477364966,1.036546555,23.67520979,1.582479393,6.926520727,1.588818568,187.4623815
8967,2.257202545,0.457652648,1.017901527,7.646070451,1.534943595,5.837004445,0.884803912,47.90100861
1068,1.611158713,0.461763612,0.840820333,16.09537099,1.8357063,6.892558235,1.711473421,469.4748212
5500,1.019047336,0.36247973,1.557835103,20.9659953,1.552173209,6.887612025,1.644806641,77.58738453
9037,1.410286025,0.25870666,1.33396451,11.65480705,1.513084886,6.867877528,1.161297453,53.87679326
6421,3.129206843,0.801845689,1.432194397,14.98836398,1.226558643,5.825170789,1.842639329,110.7470266
3490,1.34917676,0.260990192,1.028858773,14.12616685,1.529026424,6.858970962,1.148973108,62.3531052
6370,2.426689888,0.737566168,1.365395698,16.28038083,1.431775353,5.822949004,1.536821045,101.4706105
3993,1.071260561,0.607210581,0.902391039,6.807231291,1.076201571,6.855620672,0.908394433,86.01830932
6798,1.610225198,0.412613227,0.828341219,8.668850897,1.440984955,6.843523965,0.963914484,57.93356377
4821,1.551118434,0.733299418,1.823268817,18.67439832,0.966194977,6.827460157,1.759422245,224.5018239
9435,5.969416886,1.638229581,2.421761749,14.99289986,3.343037599,7.571994169,2.873644791,127.5926956
8192,7.26806206,2.304641419,3.283032407,24.91346167,1.625088868,7.461870884,3.029620646,185.2535204
9400,3.066361503,0.601274743,1.72205985,11.2744791,1.781057455,5.812411784,2.584659264,86.60146581
1219,1.323599098,0.501754326,0.378308673,10.02459727,1.730672527,1.322135422,0.4329748,277.349788
7988,5.074437622,1.096608018,1.546872312,13.33163212,2.10619655,7.44466601,2.927875803,140.2095869
7988,6.524882935,1.271383244,1.754140278,17.13451911,2.812435664,7.440474954,2.927875803,140.2095869
6079,6.027126111,1.377057094,0.935497428,10.91225588,2.034686303,7.40516879,0.964318334,58.31637173
8192,6.740623084,2.132200531,1.760423634,15.31173428,1.285969079,7.358782053,3.029620646,185.2535204
9449,7.458924376,1.312836783,1.620907548,12.40495881,2.462152672,7.271865729,2.094582258,73.81361061
6396,5.535287729,1.765275913,1.464924055,18.22689671,1.286219015,7.24767604,1.150174922,122.9898035
8355,2.649156385,0.758722546,0.960748537,13.2489892,1.690645409,5.806430122,0.998317582,80.93879746
2792,1.271040441,0.328046068,0.742024339,10.77277416,1.719232863,6.776698566,1.624662829,86.44484194
2771,1.181546741,0.472647606,1.009660798,8.320390208,1.389304866,6.766182846,0.928399657,92.09990968
9214,2.188686438,0.716535282,1.102721719,9.04047839,1.599964662,5.803944036,1.718774367,80.40936699
6368,3.65994203,0.951154418,1.169685635,26.28255336,1.671901785,5.784096118,0.940648757,87.15926986
346,0.979349808,0.244273157,1.133717066,13.54501373,1.186143042,6.747629373,2.825635937,542.6930103
6392,4.427919465,1.827854246,1.450589357,27.4970327,1.854950667,5.781690532,0.97265821,101.0147928
8697,2.77946205,0.801324809,1.281627208,11.27115765,1.474407558,5.767051804,2.69111146,162.3011738
8893,3.234340243,0.650628583,1.704563412,14.18068561,1.662683869,5.750524965,2.105292851,92.90147351
9035,1.51042898,0.247748316,1.251552474,9.402794332,1.475026107,6.70896644,0.984848485,47.4673426
2356,1.38600757,0.292411369,1.09127846,14.24906381,1.0596733,6.703172928,0.845872768,50.51130477
2662,1.492681247,0.674830736,0.809347005,10.0700676,1.446416849,6.68587549,0.920880333,98.82281064
5989,1.528505807,0.519292687,0.728455886,6.770637985,1.370443481,6.678717873,0.803705879,48.59875967
6824,3.170179142,0.86716247,0.988448468,15.42730457,1.109743556,5.746936472,0.662475193,49.13036294
8742,3.965146575,1.306172944,1.758831142,15.15287738,1.491243874,5.734271477,3.328058173,169.4762548
5831,1.562844941,0.664955901,1.341059638,25.67118272,1.461522131,6.673659734,2.001404252,158.5794459
6437,3.038693408,0.778652014,1.721248001,18.01340069,1.20708491,5.732686158,1.709203651,102.7272235
7895,7.451267725,1.276433869,1.538973161,16.24794194,2.682088404,7.215990073,5.409638432,191.418329
6412,6.181148933,1.718009312,2.122202113,13.00579419,2.056537115,7.035347139,2.261817567,223.2952646
8919,5.308989584,1.320225239,1.697820537,10.69400336,2.203566265,6.945256579,2.122101692,87.72565026
233,7.457804886,3.394421577,1.719464742,15.01542779,1.424340072,6.784613712,0.65372809,206.1045757
9449,7.287433374,2.732149375,1.257704953,9.130353539,1.801773051,6.762661875,2.094582258,73.81361061
211,5.114828121,1.761222554,1.017658926,18.3395261,1.253659014,6.734484521,0.520179093,56.67145949
9458,12.83045307,4.810296374,1.881914139,11.65075393,1.782345795,6.68974483,1.471957743,94.27523726
1124,3.299011178,1.250600074,0.71855392,19.04057237,1.3075898,0.998924271,0.389207871,249.3140955
2630,0.789560093,0.335940329,1.086479429,13.69349714,1.456083011,6.648823412,0.871446239,104.8161141
2749,1.271017908,0.539855394,1.067115069,7.012454016,1.007477868,6.628372881,0.895022166,72.37643496
8193,7.144173838,2.205183371,2.341561264,23.62008791,2.093193307,6.662181007,1.857342595,176.9821315
8163,10.0690609,3.107031674,0.800756515,11.64295027,1.843050271,6.660726562,0.788203065,67.92995212
9139,12.53093589,3.963797979,1.880748249,17.49448905,1.143624708,6.544235871,1.694419418,165.525193
7596,1.295020955,0.333418349,1.103370909,12.73305271,1.950586951,6.619301444,1.040373222,48.97885325
8331,2.262982346,0.648121696,0.710579197,9.799084514,1.657048145,5.69104214,1.61183493,130.6798391
