ID,T<sub>off</sub>,tau off unnormalized,1AP ∆Ffast normalized,1AP ∆Ffast unnormalized,1AP ∆F/F0 normalized,1AP ∆F/F0 unnormalized,20AP ∆F/F0,20AP ∆F/F0 unnormalized 
6493,0.60373038,0.270755925,0.687172554,7.325199351,1.158909847,4.959411823,0.858350548,48.58216104
9560,6.862830525,2.768229122,2.397893547,16.37169964,1.574118189,4.628309192,0.993633475,78.26880944
1086,1.234795689,0.384686414,0.39470452,7.87291727,1.252991611,1.163901063,0.373580414,115.4770138
5796,1.727627837,0.592093516,0.928544861,18.38710173,1.277942414,4.959349463,1.119884023,87.43180322
4171,0.767485718,0.264273427,0.801851092,8.528587046,0.922363144,4.954808483,0.544219518,72.92167752
8078,6.327313771,2.340243588,1.572806064,12.70058059,1.128796691,4.621469522,0.807545157,64.77013421
9464,39.23683361,10.76804363,2.684525857,16.6196478,2.039132626,4.618643942,1.630320849,109.1333778
8303,5.161740727,1.671657223,1.142471327,13.97283929,0.904967554,4.5984823,0.5223029,54.04346816
7961,6.167033148,1.853954121,1.521464496,21.10399023,1.107537587,4.533706155,1.029151888,88.40723419
9536,14.05100843,3.249811178,3.314202877,22.62783271,1.488538088,4.517019241,1.94993628,133.9230787
8439,6.36184226,1.511851071,2.859860387,42.05929479,1.16546783,4.510443964,1.790409019,148.199404
9537,15.90462419,3.678527823,4.175730988,28.50994516,1.485880174,4.508953712,1.669889927,131.5377348
233,6.120377869,1.598270606,2.510190597,39.66735914,1.733014567,4.50608807,0.65372809,206.1045757
1256,1.41603458,0.430645484,1.028379629,9.142774061,1.45301897,4.952755092,0.964529633,60.52096407
6493,0.499967646,0.235462485,0.938671969,8.878279695,1.073719121,4.951223099,0.858350548,48.58216104
2492,1.164716566,0.555757938,0.797244825,15.01234067,1.614237537,4.95100036,0.958453598,141.3667163
233,4.399763874,1.14185933,1.248974431,17.12356259,1.571577119,4.524566358,0.65372809,206.1045757
1198,1.206536111,0.294417148,0.729901964,11.51734666,1.005009874,0.92284181,0.462581287,114.7374165
6787,1.777437124,0.465630972,0.899416573,26.07976625,1.149891389,4.949375505,1.376740403,169.391434
2304,0.864770561,0.249906487,0.695111249,13.9825923,1.230789584,4.948350957,0.993903517,98.12194939
4489,1.629529157,0.7703685,0.834762488,5.728186324,0.700047305,4.946770784,1.351288378,71.199556
6732,0.948034641,0.241225848,1.067811203,16.91743156,1.126725964,4.938596238,0.769536927,43.18122228
8013,13.47796336,2.683471558,1.789082834,15.97480296,1.229527616,4.501783151,1.717667269,82.25533952
7960,0.685766743,0.352089609,0.746027307,10.34802523,1.432968765,4.936092654,0.777979713,66.83079092
9192,4.401528609,0.968801396,1.621584796,14.191909,1.192086208,4.517906935,0.763573221,39.25168562
1183,0.909144845,0.294841503,1.17393286,18.58651155,0.676947622,0.640445883,0.483700385,113.4096701
5800,1.995418052,0.554613201,0.990425037,6.962837387,1.44047364,4.927813862,0.692426448,63.32118683
1138,1.073690777,0.280452949,1.057419372,13.22636553,1.59574888,4.9253771,1.299158182,69.0078014
9121,8.398608846,1.920629029,1.409832268,16.15582653,1.029080447,4.493925791,1.459086498,97.78286187
5620,0.85732131,0.293821608,0.469967265,9.306320325,1.267670048,4.919485185,0.527902697,41.21452199
4232,0.843701731,0.192742389,1.160519338,10.34528267,0.987654765,4.914211158,1.310785156,65.84387887
4435,2.06772859,0.711994644,0.938513391,9.688617541,0.83983351,4.511470594,1.711064275,186.4137006
4764,2.047758913,0.350986999,0.664392999,8.30472255,1.056438279,4.507808105,0.639612828,32.23115674
8680,1.930937134,0.506449343,0.98458601,11.15368653,1.346004923,4.914005851,1.055144936,63.63588586
8710,5.777422246,1.903161076,0.978516731,10.60004497,1.167197723,4.488218678,0.864370453,44.01673875
2769,0.869361378,0.299584511,0.81416303,5.30447861,1.088182339,4.911625113,0.703342628,54.05123308
1189,0.828663969,0.216549061,0.55750597,10.09778105,0.859380822,0.796352375,0.360015962,111.7860807
275,1.385042001,0.393026794,0.584173906,11.00015629,1.270226191,4.911060224,0.64652673,204.2155214
6756,0.723639872,0.196772609,0.54650623,12.80051788,1.160524,4.90610611,0.55627194,38.27621988
2713,1.10297301,0.288101603,1.087300466,13.60012289,1.588111023,4.901802383,1.378394795,73.21663794
4515,1.897680867,0.328032052,2.110189636,12.93217641,1.10529311,4.894451747,1.805905621,104.1916238
8034,4.569539781,0.925311393,0.950900098,8.916719745,1.121434474,4.499316137,0.709344779,46.31715205
4167,1.837360672,0.497567658,1.039691204,9.398267438,1.330223291,4.890096674,1.11727191,62.70174456
9087,2.692179108,0.598190594,1.182107265,11.13917534,1.181088784,4.495090901,1.798794508,105.6925904
856,1.344787123,0.281660078,0.498287761,7.206157754,1.691193068,4.889425031,0.633254694,46.37943345
6412,4.652200599,1.248996163,1.654362039,13.31271645,1.646630279,4.489026786,2.261817567,223.2952646
7986,3.912519377,0.855496642,0.706516925,6.625105443,1.799020304,4.486202223,1.206082601,61.22223268
7856,1.42181874,0.388936102,0.801525123,9.098442626,1.245642741,4.889081537,1.04037174,37.20138202
2190,1.796584432,0.340818228,1.084138766,11.36095667,1.415175616,4.888797477,1.594109785,117.538688
8999,1.076094888,0.218180542,1.347548225,10.12224502,1.283747527,4.881768976,1.005354245,54.42729363
6349,3.526235085,1.148676554,0.869363346,8.997051849,1.146781108,4.485607134,0.565164268,39.83400599
2367,2.889166472,0.62446577,1.296913617,9.379059731,2.372198146,4.480099135,1.331857988,79.61577601
4618,1.553003541,0.836254692,1.588034594,11.48490699,2.162803772,4.877835762,0.572221023,84.39950275
9523,2.685755437,0.923420533,2.11471417,20.17505296,1.065277427,4.479026156,1.341339781,110.3235917
8974,1.810873073,0.389772824,1.184581149,10.37670796,1.474139706,4.875485115,1.394917854,61.29327571
9460,2.530191075,0.445336049,1.358312932,10.39529736,1.511953086,4.465490689,2.654662235,93.55097123
4827,0.707118738,0.400808165,0.819475241,8.729904688,0.765094935,4.873808767,0.796649974,46.97463817
8678,6.799022672,2.640228597,1.311692056,11.30063508,2.255508054,4.485424277,4.930186593,251.0621857
8952,20.52185506,4.571365593,2.408812255,15.35704707,0.95972691,4.469740282,2.066449556,121.3719945
7894,42.49942421,9.262078614,1.0768393,11.43351026,2.031908484,4.459031149,0.889324492,29.25611053
4672,2.505646453,0.520662897,1.784622584,17.02430386,0.990930668,4.457355654,1.088426623,75.62532751
8687,1.054656583,0.347418151,0.99248759,10.75138804,1.266670942,4.870722473,1.252716983,63.79268977
2340,1.333074513,0.488416931,0.979140781,5.827965284,1.417039481,4.869861029,1.000106657,57.1009957
6772,1.540895703,0.392078366,0.764758748,12.11614352,1.109772081,4.864285016,1.06405899,59.7078141
7101,0.831029554,0.248333172,1.391716967,11.88485157,0.770702022,4.863204076,1.256627108,62.67712066
8567,1.636452567,0.356152733,0.87730351,8.066542829,1.632245278,4.86084058,1.01343699,60.34704012
2653,0.788704586,0.535059885,0.825757296,6.349998796,0.740679586,4.860822475,1.010246851,76.15470837
6060,1.096338978,0.466467948,0.993330625,19.01479341,1.064423068,4.860410404,0.825017283,130.0986451
9045,4.960523823,1.295287211,2.381127918,16.10979494,1.587119242,4.43996732,1.443932983,85.90128911
5790,2.351449684,0.804466319,0.975358513,14.33699207,1.113846324,4.438843457,1.401517472,90.89058792
6451,0.63167476,0.283288186,0.940152104,9.195199142,1.135766664,4.860373422,1.218826242,68.98488378
4058,1.109775849,0.472185039,0.963938636,7.49041253,1.064158192,4.859200916,0.826308958,99.38707643
4512,1.888754055,0.442354004,0.83285852,10.74134076,1.969410418,4.848653701,1.553406212,78.03131578
2087,2.448325871,0.573749682,0.868201738,7.676793149,0.780605245,4.437908563,1.768127274,85.8838582
4364,0.990722875,0.284924874,0.792285777,21.92410564,1.416353119,4.845255511,0.662875128,88.8207142
8560,0.82375977,0.167019057,0.954371908,7.168861281,1.272853936,4.840343388,0.874121056,47.32266623
7599,0.765064389,0.233958999,0.925099456,10.99859966,0.915042336,4.840123843,0.754613346,39.06307988
2766,1.035677753,0.286170094,1.650657318,14.75135589,1.595871821,4.835611202,1.028762586,76.15139812
9155,21.0991173,4.559543952,2.137962113,20.86506097,1.0936143,4.44790804,0.807204879,78.85458698
238,1.001203554,0.249724002,0.687189004,12.17836307,0.849484196,4.832473241,1.004374219,339.4493629
2693,0.984382734,0.299620906,0.562434547,4.982711633,0.775144388,4.83123806,1.455720223,95.33609425
7035,1.660672882,0.422555472,0.654442235,10.3683888,1.101899121,4.829776742,1.129572004,63.3839626
255,1.223474653,0.351862635,0.448217995,8.07746625,1.411141315,4.827426253,2.100926086,331.7675715
8318,0.967497585,0.213801489,0.873761785,10.11808759,1.001851375,4.826537006,1.024243305,67.01825986
9531,3.591691201,0.846310354,1.986207798,16.39838214,1.921154089,4.434892166,0.959219568,78.89466149
7019,1.645531739,0.378855204,0.697313483,7.945909137,0.870211324,4.81517878,1.094388783,44.66670853
2642,1.176766849,0.325154691,1.0392157,9.287112759,1.582543595,4.795225678,0.745383359,46.72785952
2367,1.138351885,0.455368607,0.855107622,10.30150343,0.984344834,4.793949328,1.331857988,79.61577601
6738,1.318317339,0.402041069,0.905579148,8.974677624,0.977590277,4.793496242,1.177918511,82.63629853
5642,1.150810563,0.430108122,1.024071897,8.936054165,1.152200447,4.78989366,0.877089156,42.88543481
6418,5.401051191,1.771823739,1.117306358,10.48564078,1.444458979,4.445999779,0.517180803,40.18558301
7111,1.0533984,0.644933731,0.649650888,16.88376858,1.257923685,4.789829,1.75250173,62.44782923
8742,2.123640144,0.58142585,1.569573139,17.00282204,2.169096131,4.434357823,3.328058173,169.4762548
6053,0.903112914,0.306822473,0.718692809,6.679895008,0.982657635,4.788882723,0.817515758,49.43382008
9105,0.705518004,0.161340811,0.894728056,10.25304327,1.096348307,4.787680057,0.727829332,48.77657025
7623,0.748575277,0.230158526,0.83431048,11.92360229,0.907734546,4.786426783,0.640762609,34.44238758
4436,2.795248318,0.803893596,1.022525353,13.46418081,1.296003347,4.433546461,1.656980209,202.8623908
2743,1.132797347,0.246568269,1.141228963,9.829418295,1.23993417,4.783187341,1.302057476,67.3512641
5797,1.041996922,0.36218686,1.027068605,10.93842971,1.284621848,4.783002693,1.135952086,68.43814233
8725,2.360527552,0.751202555,1.288948978,8.499355491,1.290834306,4.431054832,0.98597618,62.17008813
6767,1.12443911,0.464170773,0.621847366,11.78759328,1.533872606,4.780923223,0.53592657,55.6583092
7020,2.168255798,0.499203372,0.9679142,11.02941284,0.800729626,4.430712631,1.256090629,51.26645564
6809,1.712403392,0.561756753,1.161074772,10.8963964,1.551042416,4.774060279,1.364158338,105.9967768
6800,0.867136126,0.238018357,0.782475017,10.82274666,1.333788346,4.771435325,0.563730705,30.23431422
8014,32.71884668,6.564850255,2.159969173,19.28646415,1.487868513,4.433325163,2.136807379,137.5110538
8675,5.35932175,1.342984835,1.772151264,17.41905483,1.125103022,4.43318653,2.018919644,94.8174745
233,3.644323307,1.074506985,2.588801118,15.86531948,1.041165425,4.423900505,0.65372809,206.1045757
4432,3.334457038,1.17980142,1.117813052,10.77541135,2.110888717,4.414241535,1.517713815,122.6422422
7612,1.067630614,0.268364094,0.780110655,11.25132902,1.289669042,4.768659274,0.930948883,39.95613496
6391,3.346535423,0.578067141,2.212159392,34.15450303,2.347623245,4.410309056,1.407134166,150.4668127
5523,2.275275159,0.616157376,0.599590252,11.00139323,1.194600381,4.39152689,1.659328077,93.12215255
9473,1.849493778,0.693398212,0.87548492,6.35561371,1.269904725,4.766380685,0.94727962,60.67090672
2794,1.192474802,0.477019098,0.961915499,11.58822065,0.977192252,4.759114873,0.676730182,63.91501677
502,1.429422725,0.434717097,1.561328156,13.88093479,1.395684628,4.757325463,1.709552751,528.4378932
4484,2.352582211,0.50387996,1.088313631,15.3800472,1.168963277,4.385401408,1.4271634,210.4988745
7029,1.662755718,0.942481131,1.08759029,9.554672994,0.746350961,4.754405878,0.818049703,77.46332413
5819,1.269273601,0.659115066,0.778638659,16.58471152,1.271769099,4.753657113,0.94802903,78.01612584
8671,4.557474869,1.288298427,1.523753952,10.39506826,1.503397621,4.37121369,3.565942352,138.9203066
7064,1.147364192,0.298179728,1.093773491,16.8872506,1.373938213,4.75326407,0.844326862,90.60759649
8393,3.627456731,1.119674726,1.122282989,11.70472306,1.051903239,4.369824326,0.508022489,41.29635201
7768,1.096325389,0.299897948,1.003135295,11.38700294,1.210138533,4.749729407,1.172829236,41.9377678
3612,1.21682309,0.234981415,0.799825932,8.350171781,1.237787042,4.746792554,0.579575809,29.46089729
7716,1.178847827,0.327274539,0.911075084,10.85121867,1.128102951,4.739639244,0.913995041,49.91483288
4460,2.520388358,0.71519864,0.7814614,11.04361175,1.129307803,4.366229157,1.155450786,170.4227351
279,5.754733113,3.076757104,0.91235254,12.89336522,0.886090665,4.428588534,1.539766885,175.2965604
3243,1.162851455,0.411777017,0.812834959,8.921732723,0.752802564,4.738019828,0.637540069,51.09514689
7667,1.076511863,0.277160618,0.837657942,9.666688359,1.394624255,4.732646418,0.763331484,35.93623896
5991,0.603976803,0.161572422,0.680963871,12.35946615,0.96228479,4.730585315,0.626599245,41.64741567
8671,3.047713053,0.818232539,1.409506613,12.39578182,1.591601579,4.339008103,3.565942352,138.9203066
7608,0.836658817,0.25585279,0.679172483,8.074749365,0.89364885,4.726962826,0.727436892,37.65627201
3530,,0.352110527,0.903528523,11.65276876,,5.647224351,0.952042295,103.2797637
2703,0.91378678,0.314893636,0.683692988,8.24453424,1.047185931,4.726583525,0.916826564,70.45727691
1630,0.810623607,0.223984954,1.457890689,13.02866692,1.559554361,4.725566576,0.912592922,60.42701834
7069,2.213934353,0.472967724,0.889703467,8.550179491,1.064207498,4.335258738,1.156161791,53.55192456
8796,4.002551446,1.07458208,1.595852841,10.85024087,1.590140406,4.335024666,1.415049823,135.4338218
4147,1.201135922,0.207627683,0.806977646,8.251821918,1.066371469,4.722099192,1.447902625,89.26818001
4602,1.158013434,0.275712772,1.090738336,7.960764396,1.498619828,4.717851321,1.305948827,73.36430087
7954,7.209336427,1.981759543,1.076853707,8.436451703,1.675797467,4.426694413,1.143730635,73.52731402
4171,0.782631356,0.225079229,0.823051739,14.3728864,1.379098927,4.717811248,0.544219518,72.92167752
5831,1.565827171,0.652446543,1.506927718,25.94069949,1.074761003,4.717041571,2.001404252,158.5794459
8186,2.665126885,0.822641445,1.158409713,11.68525448,1.361002072,4.331774866,0.987843277,94.12943478
7064,1.059938467,0.479190757,0.502637763,11.29414898,1.019093641,4.710629026,0.844326862,90.60759649
7620,1.117517663,0.280903911,0.661352835,9.538516486,1.273745324,4.709779991,0.915923225,39.31123681
2742,0.990510252,0.341332772,0.973569954,6.519576678,1.0420434,4.703372172,1.399831608,107.5757697
8716,11.9418638,3.442864682,2.043549263,12.50092971,1.130216057,4.42076854,2.705075518,125.2281629
547,0.784598773,0.195697613,0.389952005,10.33312762,0.925361386,5.264116932,0.159172511,101.9608124
547,0.414402082,0.157092913,0.614236389,12.45099152,1.581998484,1.208556905,0.159172511,101.9608124
499,0.597083727,0.17254877,0.679732491,11.27778119,1.539620375,6.189995474,0.498885776,101.9347502
499,0.347134299,0.10557074,0.712452369,9.080089158,1.055623616,3.598194757,0.498885776,101.9347502
499,0.91257119,0.222366774,0.942391964,9.672424242,0.963104189,2.874414979,0.498885776,101.9347502
499,1.06427288,0.259524178,0.414291388,8.846302202,0.712803365,2.029958866,0.498885776,101.9347502
499,0.916449431,0.151167141,0.729123828,10.03191336,0.713202476,1.903579343,0.498885776,101.9347502
499,0.985598325,0.249143778,0.959128668,9.048817477,0.785145168,1.861191891,0.498885776,101.9347502
499,0.73817185,0.138926,1.25555193,12.17288291,0.80787072,1.817002378,0.498885776,101.9347502
499,0.925238545,0.233767511,0.795182161,9.339555998,0.827120056,1.436349923,0.498885776,101.9347502
499,0.996127175,0.337472819,1.055296359,9.382076337,1.227004769,1.046122555,0.498885776,101.9347502
4179,0.969021746,0.221371558,0.764284698,8.129026244,0.94483389,4.701150048,1.051482316,59.98951436
8085,19.52770364,5.186467206,1.753129291,15.00089771,1.058488583,4.419940802,0.514694424,37.19861638
6396,3.381295933,1.216272922,1.102808586,19.58352345,1.567112775,4.321359447,1.150174922,122.9898035
3530,1.126923138,0.315488683,1.47258512,18.05093803,2.03404185,4.700827053,0.952042295,103.2797637
6412,3.170580826,0.50863772,1.355791126,13.15955589,1.858893415,4.318607754,2.261817567,223.2952646
3139,2.116643854,0.483687259,0.641849103,9.347605914,1.329217456,4.308964731,1.795203552,86.48981225
1196,1.022470299,0.284197878,0.801432988,10.35343985,1.128724323,0.79635137,0.356415188,101.4695383
7664,1.002944118,0.306703337,0.549529543,9.996063726,0.888619877,4.700362031,0.554197343,34.28731043
8903,1.844647658,0.458722014,1.799391847,11.33376705,1.48899261,4.693045037,1.509192087,62.38855456
9543,4.39596982,0.95539907,2.264867574,15.00993737,1.727646597,4.303527076,2.395760156,117.7690013
4627,0.766175655,0.144142427,0.559409931,6.011546279,1.053619582,4.692524306,0.530392016,37.35247486
6822,2.37949925,0.589085176,2.519368707,24.67677121,0.942578832,4.302703396,2.671003138,158.0466057
6412,3.19920763,0.875902643,1.463224202,13.64204343,2.102555245,4.298326002,2.261817567,223.2952646
4058,0.84316695,0.241654539,0.85851729,10.82036507,1.248902737,4.689276737,0.826308958,99.38707643
2776,1.372669171,0.722115952,0.697884488,8.729247436,0.956227316,4.687388666,1.293016293,190.7129024
9024,1.454505939,0.238575532,0.955085277,7.175464563,1.030544681,4.687299869,0.756506644,36.46181176
7961,6.209189549,3.187951506,1.876693602,25.44680789,1.281314321,4.413694395,1.029151888,88.40723419
9580,9.139354255,2.657848256,2.190474051,20.21434375,1.103104738,4.408607996,0.993800853,85.78343461
7072,0.8078791,0.452424059,0.829363197,10.69626172,0.619575739,4.687221252,0.61487017,60.70233047
7652,1.168094305,0.324289121,1.031077683,12.28049103,1.114878756,4.684078786,0.824473637,45.02591583
5087,1.053800384,0.47347109,0.70756341,19.57967111,2.424976817,4.683174824,0.718318903,96.24979932
8713,3.042037588,0.771931912,1.605121134,10.91325621,1.347922452,4.281468988,2.066820076,124.6501044
3739,4.932214618,0.92790913,0.531257125,5.709009822,0.955684795,4.256350398,0.627919617,44.22078575
6412,4.519540841,1.180229298,1.328908057,13.36944832,1.636097313,4.254089217,2.261817567,223.2952646
2357,2.236874199,0.90476942,1.579095331,13.87263168,1.503581638,4.253322735,1.419557991,89.46262163
4436,2.23771608,1.110439273,0.628414189,17.38945652,1.707926897,4.247184345,1.656980209,202.8623908
7680,0.751176871,0.230958418,0.757275359,10.82264987,0.88738307,4.679114737,0.5299446,28.48567794
4628,1.370976159,0.257924968,0.747747097,8.035460281,1.048954106,4.671745591,0.748027715,52.67931182
8488,1.973370953,0.481428014,0.812836151,8.415794252,1.317557365,4.668471206,1.386957701,65.71651252
9002,14.58798759,2.822042266,1.156708399,13.3726641,1.291722203,4.395978123,1.507389064,55.10445563
8712,3.638771172,0.923355977,0.788553884,6.793637,1.336247405,4.244384992,1.605361543,96.81949881
8339,1.040539719,0.298012209,0.628340989,8.664996779,1.357046273,4.660701954,0.676120461,54.81660148
6463,1.109571819,0.235571024,0.899907198,8.389871607,1.683880705,4.657333765,0.961854784,38.88461661
4652,1.437707116,0.414760643,1.132483146,10.33167229,0.710656766,4.656281222,0.627536058,62.23160528
5087,1.063996923,0.366373089,0.798826605,9.03802155,0.866175221,4.652974657,0.718318903,96.24979932
1882,0.942143193,0.318066709,1.083584479,9.159890002,1.215273113,4.65141764,0.514989412,31.96284683
2722,1.222201308,0.236427549,1.164199746,15.98438998,1.03476217,4.641779609,0.764722603,41.50038725
7683,1.03654678,0.260550732,0.76162411,10.98470249,1.252730783,4.632076965,0.825807423,35.44348505
4283,1.095649605,0.491367724,0.646025052,9.415736439,1.082201139,4.631146365,0.994904355,43.27994136
8729,8.220371196,2.156052374,1.724159722,13.87438116,1.202467916,4.389979763,1.913602678,115.4095493
4466,4.655877707,1.37276985,1.186752333,9.981990656,0.613167602,4.242275918,1.622845758,158.6426081
8103,9.64847663,3.568621122,1.37938482,11.13868294,1.063692274,4.354921896,0.527667515,42.32221008
4215,1.048226209,0.239465698,1.221055706,12.88447789,0.930123826,4.627958115,1.198607535,56.50888592
8671,3.172372013,0.86855539,1.284117363,11.06307052,2.071179231,4.234182938,3.565942352,138.9203066
6104,2.333812121,0.481922601,0.777671257,10.71553,0.83708482,4.23325809,0.735720168,30.68013209
2626,0.87282254,0.189981327,0.99408531,8.562068308,1.198372556,4.622858678,0.828302017,42.84541114
6746,0.859325255,0.262064401,1.000537037,9.915751012,0.942674548,4.622291167,0.994868594,69.79452086
6374,4.682990716,1.169612021,1.803808113,20.65270424,1.5216158,4.231850199,1.644435267,87.1581871
4015,0.844810171,0.238687156,1.250705337,7.52868585,1.120364287,4.622124257,0.848308242,53.14244336
6805,0.910797375,0.233387879,0.750960841,7.859040953,0.972173805,4.617046629,0.788306053,47.37907745
4092,1.617903059,0.387946522,1.167623898,12.79158068,2.344004583,4.616757716,1.654908948,97.88739565
6797,1.485011043,0.380527643,0.781385433,8.177443863,0.971966044,4.616059931,1.018122687,61.19160629
6744,0.710631336,0.21067136,0.726783866,10.5803468,0.905839915,4.61192031,0.584759499,41.81747822
6755,1.519386661,0.413152576,0.528517623,12.37918053,1.090458233,4.60990363,0.729936608,50.2258196
9437,9.723658654,2.39438624,1.467988735,11.66129082,1.488394602,4.349757068,1.51451911,53.37203801
3707,3.064759601,0.565302078,0.820010839,9.351453378,1.330434208,4.230872168,1.133973321,50.66290591
8900,4.213062813,0.847511048,1.43303719,11.92179165,1.219355552,4.217238569,1.666558645,73.54119581
6806,0.998055685,0.255747443,0.956685845,10.01201771,0.970491648,4.609057734,0.921109545,55.36088465
9262,5.509992351,1.157863575,2.821324307,18.67517946,1.192715012,4.346844653,1.537236545,71.35023553
2693,0.828362976,0.352450096,0.558504358,10.69114826,1.009239824,4.608430508,1.455720223,95.33609425
8216,8.033576667,2.031525205,2.756737327,24.91406803,1.209208533,4.345347081,1.668247393,102.0090429
6831,0.913554923,0.282850696,0.603312513,8.793206391,2.565162124,4.605795099,0.733091496,41.49256875
286,1.591639693,0.850967132,1.455211598,12.29193178,0.921439675,4.605259194,2.894529876,441.4338087
9431,8.115360956,1.428375438,1.395484082,10.67977169,1.469850518,4.341142503,1.266567764,44.63416961
511,0.843104398,0.273424163,0.8888405,14.07273344,0.65880066,0.623277424,0.415073974,97.31934053
508,0.679926026,0.254683504,0.481578738,9.687253894,0.863011954,4.60419021,0.502640349,102.7019025
4647,1.706284877,0.354558891,1.059538959,10.10741058,1.023516483,4.603931563,0.826415261,57.42043007
8341,2.262439875,0.49996302,0.711086634,8.234323095,0.872885233,4.205227427,0.720712448,47.15763716
8703,6.712987411,2.211348903,1.189212199,12.88246014,1.127786012,4.336669052,0.856011354,43.59106443
9264,18.59485175,5.203028574,2.997001053,18.0737626,1.829927448,4.319555992,1.14197845,59.22983696
7111,1.008477147,0.306954629,0.849300136,11.68540248,0.738587039,4.603387281,1.75250173,62.44782923
6530,0.661645525,0.525680968,0.864458662,12.5993797,1.55347808,4.601259022,1.055302161,59.72951225
6451,0.730503665,0.140826814,1.162009506,16.93614701,1.435847754,4.595757046,1.218826242,68.98488378
6493,0.552377131,0.438866635,0.743911623,10.84242129,1.551521256,4.595463089,0.858350548,48.58216104
6831,0.628935935,0.282059901,0.628042124,6.351744914,1.07310486,4.592219957,0.733091496,41.49256875
6386,2.667088157,1.059931031,1.795729294,13.73258877,1.468961747,4.199301062,0.841823899,51.00113887
8915,2.989485812,0.788149349,1.534832603,9.563650338,1.357452873,4.194549473,1.034810341,49.30282564
8008,3.191546759,0.844530599,0.990880886,10.11289722,1.540994163,4.189895162,0.920500933,59.1999034
9536,11.745614,4.737775562,2.784661111,23.60687485,1.468753862,4.318511184,1.94993628,133.9230787
6789,1.879707162,0.517532547,0.837244433,9.656844625,1.629672766,4.589944396,1.566716972,100.7772804
4011,1.198752292,0.305128474,0.960733139,7.917188246,1.12945736,4.589604061,0.805680836,79.92585053
3419,0.966877029,0.181900848,0.763066624,8.200087395,1.029900946,4.586888195,0.686004739,48.31138853
6000,1.23108641,0.315192414,0.903514283,11.47173375,1.101458712,4.581965049,1.06574785,45.60357852
8499,3.199238258,0.718896968,1.00226937,8.631432798,1.360372846,4.186603984,1.342651261,43.80182544
8011,6.576490874,1.437990542,1.471464769,14.37333235,1.723703149,4.298384449,1.269210058,64.42665988
7627,0.868109015,0.254111803,0.793637761,9.209112264,0.885430135,4.580139387,0.69419938,32.39555504
9040,3.094025842,0.507498004,1.543015177,11.59252581,0.918804541,4.179064222,1.828002824,88.10536616
3153,1.763845517,0.360037075,0.952150646,6.936962975,1.747983437,4.567814713,0.796848596,34.40015199
6789,2.000940688,0.679797134,0.917526832,8.527959132,0.857337784,4.178149091,1.566716972,100.7772804
2033,0.974852042,0.272914281,1.37442078,24.76883476,1.178245213,4.563451098,0.770838498,57.0051759
8713,2.831809214,1.099661529,1.502822882,12.0932749,2.100106293,4.176384002,2.066820076,124.6501044
8079,2.541435292,0.939984622,1.783761077,14.40406534,1.019751955,4.175023382,1.561405567,125.2344185
6056,1.493256298,0.507317062,0.89574142,8.325474473,0.935866639,4.560851533,0.886545171,53.60791407
8713,2.723521703,0.737448899,1.750125471,11.93937756,1.609508331,4.170750316,2.066820076,124.6501044
6412,3.349916812,0.785335375,0.888350478,9.083907076,1.575887316,4.150555517,2.261817567,223.2952646
4515,1.619962751,0.42042474,1.288167938,9.730935607,1.583905752,4.560060461,1.805905621,104.1916238
6763,0.79165912,0.182265811,0.672631313,7.664655031,0.82392312,4.559050217,0.795440359,32.46533884
9176,0.691814868,0.152272374,1.118665889,9.790425114,1.201855496,4.554931716,0.916178859,47.09641922
2645,0.642156371,0.179774609,0.694752794,4.569882019,1.17538314,4.552366029,0.860809201,50.29875682
9212,1.562898817,0.479218785,1.266809637,9.190318867,1.540388445,4.550383153,1.86260817,56.41026038
5756,1.997758915,0.856003619,0.602521646,8.856587546,1.158413823,4.548393432,1.422331401,98.85200838
6759,1.540533349,0.400357462,0.61328868,13.78044832,1.314692148,4.548296928,0.650425636,60.26757927
2653,0.674689314,0.249721452,0.859663741,8.014882528,0.791276392,4.545468168,1.010246851,76.15470837
2693,,,,,,,1.455720223,95.33609425
3032,1.288834858,0.288661605,1.114971039,11.53975906,1.151297925,4.543376733,0.763903314,38.04908654
5812,1.039890407,0.369893705,0.795273813,10.70312705,1.023797264,4.542997071,1.048876794,49.47670144
6055,0.907328748,0.218493141,0.665222775,9.336148049,1.025994539,4.538703918,0.695582518,37.97138709
2370,0.941471162,0.204923604,1.097496701,9.452751817,1.175459721,4.534469806,1.013875561,52.44453639
448,4.111984157,0.745121963,1.052686347,11.22923468,1.590632583,4.146244779,1.047320322,43.71147808
2492,1.553720564,0.440891909,0.865168217,12.22655641,1.172506108,4.533246244,0.958453598,141.3667163
3255,1.378986877,0.366887906,1.295297698,12.51233736,1.003312754,4.531703184,0.657032655,47.78951946
4646,1.503318661,0.293692779,1.014907701,7.439045392,1.208192637,4.524679059,0.698405263,42.69692546
80,1.121314032,0.239633492,0.950479524,13.03116798,1.627950602,4.521754111,0.787002027,288.068259
6692,1.206422448,0.428844813,0.861976692,8.469974883,1.173326803,4.501861559,1.054952455,44.14079209
8776,5.518615481,1.888367867,1.077588634,8.152274144,1.165800266,4.284138772,0.770324345,39.85579461
7792,0.936323981,0.286330698,1.028517362,12.22814546,0.850595735,4.499233023,0.842030668,43.58829781
2464,1.902218049,0.411146284,0.634752409,4.590421969,2.379349414,4.493604915,0.655387101,39.177715
