,ID,1AP ∆Ffast normalized
2153,8009,1.134803534
985,3497,1.134746783
377,1554,1.133752725
2858,9248,1.133095931
475,2113,1.133031837
1399,4652,1.132483146
1363,4602,1.1321982015
2970,9443,1.1319568114999998
2111,7949,1.131355683
1969,7295,1.130906945
1000,3538,1.1308095315
858,3162,1.130249701
1182,4188,1.130059661
426,2034,1.12979741
1269,4463,1.129397787
744,2760,1.1290451049999999
1415,4689,1.128219069
2299,8342,1.12703819
750,2767,1.126143168
1486,5148,1.124880991
401,1636,1.124294239
2543,8743,1.123854558
746,2763,1.123822026
1177,4183,1.123673304
1405,4669,1.122529353
1908,6919,1.122384108
2336,8393,1.122282989
2321,8373,1.121579184
747,2764,1.121412187
2446,8585,1.121348863
19,152,1.120808188
2420,8551,1.119112771
2815,9176,1.118665889
1568,5782,1.118373882
1245,4432,1.117813052
2110,7947,1.117765132
545,2236,1.117679727
2178,8064,1.117359166
1745,6418,1.117306358
1683,6353,1.117270143
1897,6860,1.117078231
2093,7910,1.116989562
879,3227,1.116862813
1164,4169,1.1158845895
467,2101,1.115878992
2005,7616,1.11563406
2089,7906,1.115084569
790,3032,1.114971039
1707,6378,1.114746026
1220,4231,1.114542001
1190,4198,1.113608981
1207,4216,1.11360052
1316,4517,1.113575089
2438,8576,1.113375888
2239,8236,1.113257291
693,2702,1.113047793
1402,4662,1.112836432
2242,8244,1.112831813
1612,5974,1.112791558
844,3141,1.1121756305
439,2061,1.112160008
1332,4547,1.112135524
1673,6258,1.111525442
484,2132,1.111343442
529,2197,1.111083014
1492,5222,1.11105484
2371,8475,1.110874508
774,2793,1.110600698
112,399,1.107880288
1004,3545,1.1071134585
503,2161,1.1068012705
1157,4162,1.106376512
768,2786,1.1063526165
1121,4038,1.10598844
2579,8816,1.103773684
119,408,1.10342241
1990,7596,1.103370909
2839,9214,1.102721719
2145,8001,1.1022803055
1083,3836,1.1021838375000002
2077,7890,1.101490343
1334,4549,1.101209667
1250,4440,1.101086402
742,2758,1.100325803
1103,3986,1.100320255
1318,4519,1.099354112
460,2089,1.099351246
1349,4577,1.098404821
277,1106,1.09838611
429,2042,1.097650641
2098,7922,1.097501442
575,2370,1.097496701
1983,7496,1.097396836
965,3444,1.096550529
1596,5856,1.095550493
1769,6451,1.095405854
1750,6423,1.095091046
603,2437,1.095067599
1230,4327,1.094677685
1658,6084,1.094101009
2434,8570,1.094087931
986,3498,1.09397135
599,2426,1.093749902
2072,7868,1.093582033
961,3431,1.093310282
2565,8791,1.093219821
1380,4625,1.093067961
2464,8618,1.092849888
1265,4459,1.0928229245
2488,8669,1.092742763
2335,8392,1.092445953
1901,6880,1.091835794
848,3150,1.091574436
1912,7023,1.091334418
570,2356,1.09127846
2101,7926,1.090257008
2119,7963,1.089708857
1002,3541,1.089362594
699,2708,1.0893393685000001
3005,9525,1.0891970020000001
508,2168,1.0885058065
1491,5210,1.088313099
1011,3559,1.088174911
717,2728,1.0875988355
1916,7029,1.08759029
2223,8199,1.087133414
2032,7668,1.085962864
979,3482,1.085862378
1786,6655,1.085823161
937,3364,1.085504482
1009,3552,1.085012058
1359,4594,1.0847001745
1100,3968,1.084598293
1984,7563,1.084311564
113,400,1.083845906
407,1882,1.083584479
1,80,1.0834199375
649,2625,1.083323658
2197,8109,1.083051693
932,3352,1.082945112
106,339,1.0826857185
984,3495,1.082636182
812,3084,1.082219228
1200,4208,1.0819243765
1699,6369,1.081782543
1966,7228,1.081226966
544,2230,1.080973308
877,3219,1.080838228
1213,4223,1.080291741
470,2107,1.080119182
1114,4022,1.079793606
409,1901,1.078898614
2256,8268,1.07884425
813,3091,1.07859365
824,3110,1.078086771
2561,8776,1.077588634
2292,8334,1.077531581
2678,8968,1.077139161
2114,7954,1.076853707
2080,7894,1.0768393
708,2718,1.076158864
574,2367,1.0760106194999999
2720,9047,1.075347119
2535,8734,1.075331529
1680,6350,1.075312482
1008,3551,1.074971932
1061,3751,1.074883142
1261,4455,1.073773115
970,3459,1.073539993
1303,4501,1.073258666
2915,9358,1.072199324
2084,7900,1.072172815
1417,4699,1.070458027
596,2421,1.070361954
1335,4551,1.070337002
1171,4176,1.070148925
422,1994,1.068412252
519,2181,1.068138241
1115,4026,1.0679755
1801,6732,1.067811203
485,2133,1.067737319
733,2745,1.066671572
1422,4706,1.065702214
1849,6786,1.065540442
843,3140,1.0653856670000001
2331,8386,1.065129044
2985,9465,1.064982649
876,3216,1.064714032
2120,7964,1.0637701234999999
2762,9110,1.063357442
1657,6083,1.063222367
1187,4194,1.063068619
598,2425,1.062993036
1066,3776,1.062868828
1468,4866,1.062421079
2713,9039,1.062391071
2986,9466,1.062375944
2319,8371,1.062299832
2487,8668,1.061811772
1148,4147,1.0616552955
2020,7645,1.061410082
2509,8699,1.061364476
2244,8248,1.060660179
359,1222,1.059985288
1970,7324,1.059752019
2431,8566,1.059732948
1395,4647,1.059538959
126,422,1.058751017
841,3138,1.058619536
1905,6904,1.058441925
2454,8600,1.058344332
92,280,1.058339547
1147,4146,1.0581233565
1504,5435,1.05803508
1799,6728,1.057581038
374,1548,1.0557758154999999
323,1185,1.0555061075
1312,4512,1.0551114845
1361,4597,1.055092842
684,2691,1.055080594
1963,7131,1.054396845
1768,6450,1.0539247165
1063,3754,1.053486058
2233,8219,1.052713787
137,448,1.052686347
1159,4164,1.052518301
1195,4203,1.0522264415
413,1940,1.052150853
1373,4616,1.052000414
1204,4213,1.051292533
872,3199,1.050394828
794,3038,1.05028955
1774,6527,1.05028847
752,2769,1.050118847
715,2726,1.0500002855
525,2190,1.049355899
998,3532,1.049028853
1542,5672,1.048444099
2333,8389,1.048416677
801,3052,1.04841018
1060,3750,1.048276728
1119,4034,1.048058966
2413,8543,1.047941041
2245,8251,1.047623356
2521,8714,1.047588064
862,3167,1.04749586
1414,4687,1.047399023
808,3073,1.047171078
2337,8394,1.047140672
1109,4006,1.046875996
1404,4668,1.046763162
444,2070,1.0466734445
1136,4111,1.04658152
146,474,1.046362304
1240,4408,1.046201078
2914,9357,1.045729737
2027,7660,1.045428396
2687,8987,1.045159142
1385,4634,1.045010868
655,2635,1.044910509
853,3157,1.044853086
1598,5865,1.044306382
637,2505,1.043783054
123,413,1.043319866
403,1648,1.043250947
1267,4461,1.0429595015
155,498,1.042488844
2436,8572,1.041799981
1744,6417,1.041774916
1987,7570,1.0417122330000002
886,3237,1.04159757
1592,5841,1.040740676
938,3366,1.040581423
2504,8694,1.040562941
1059,3747,1.03975175
1162,4167,1.039691204
2510,8700,1.039490245
2498,8681,1.038961661
784,2996,1.038689819
889,3241,1.038580592
2501,8690,1.038471807
249,1072,1.038118928
700,2709,1.03784799
687,2696,1.037464506
1118,4029,1.0369746
1579,5808,1.036859326
1864,6804,1.036546555
1278,4472,1.035639827
2694,9003,1.035083159
837,3133,1.034664901
1494,5248,1.033828402
1693,6363,1.033726401
2978,9454,1.033114011
1479,4898,1.03303726
2056,7794,1.032908312
1432,4819,1.032551941
526,2192,1.032498185
678,2681,1.032333758
490,2142,1.032191909
2445,8584,1.032059767
972,3461,1.031712444
710,2721,1.03154155
542,2226,1.031486395
635,2503,1.031323874
2024,7652,1.031077683
1507,5456,1.030911486
40,209,1.030879427
1729,6402,1.029438588
2246,8252,1.029168298
2048,7724,1.028984559
371,1258,1.028910198
983,3490,1.028858773
674,2665,1.028797656
2055,7792,1.028517362
814,3092,1.027380416
536,2209,1.027255069
1233,4357,1.02725463
315,1177,1.027211634
1938,7073,1.027172425
722,2733,1.027155408
68,249,1.027117301
1575,5797,1.027068605
2310,8356,1.026899317
627,2484,1.026714673
828,3119,1.026449166
1033,3667,1.026082817
2554,8755,1.026049182
1149,4148,1.025566051
1413,4684,1.025204754
521,2185,1.024933915
1174,4179,1.0248456755
1904,6900,1.024212227
1535,5642,1.024071897
285,1119,1.023868444
987,3502,1.0232020695
2091,7908,1.023077406
482,2122,1.023052107
775,2794,1.022811612
343,1206,1.022198422
415,1949,1.022014651
1035,3672,1.021812822
1403,4664,1.02084339
1434,4822,1.020185696
1235,4380,1.01999052
771,2789,1.019736294
1678,6348,1.019723518
1503,5434,1.018708549
2398,8512,1.018427255
847,3148,1.018201565
395,1614,1.0180413865
2677,8967,1.017901527
41,211,1.017658926
1247,4436,1.0175518785
151,491,1.017541452
105,314,1.017199882
547,2251,1.016821866
1175,4180,1.016320621
2513,8704,1.016224948
811,3083,1.016159405
1241,4416,1.015751778
11,134,1.015257247
1394,4646,1.014907701
2452,8598,1.014785007
900,3253,1.014589263
2150,8006,1.014451488
913,3306,1.014406335
564,2340,1.0143665425
759,2776,1.014015548
1999,7609,1.013961463
648,2623,1.013801971
1578,5806,1.013480376
2681,8972,1.013386345
1314,4515,1.013016513
1347,4572,1.012984208
1427,4739,1.0119159275
318,1180,1.011830414
776,2796,1.011706022
1001,3540,1.011301467
1444,4835,1.011159789
524,2189,1.010961495
1591,5839,1.010378462
52,224,1.0100670695
1383,4630,1.009966592
993,3517,1.008981706
991,3513,1.008677616
2344,8412,1.007629966
2013,7630,1.007573043
1550,5698,1.007546134
621,2470,1.00731096
1695,6365,1.00658919
109,358,1.006564855
2367,8463,1.006457867
967,3448,1.006391935
1593,5845,1.006154088
1484,5096,1.0060988085
1216,4227,1.005452901
1131,4086,1.005408332
2860,9250,1.005232054
16,148,1.005044851
1950,7101,1.005044528
608,2446,1.004904343
145,471,1.004668414
950,3410,1.004534114
2285,8324,1.004070576
2679,8970,1.003583041
591,2407,1.003220755
2051,7768,1.003135295
2231,8213,1.002565064
2392,8499,1.00226937
2054,7788,1.0015400460000001
1133,4092,1.001382244
1813,6746,1.000537037
2195,8104,1.000494641
257,1080,1.000266035
435,2053,1.000222275
829,3121,1.000104692
1930,7064,0.998865251
1884,6828,0.998442414
1770,6463,0.998249879
265,1090,0.998220008
2500,8689,0.997944742
83,269,0.9977932315
2353,8433,0.997131037
1932,7066,0.996064079
528,2194,0.995698346
2455,8601,0.99568708
933,3354,0.995488386
1280,4476,0.995450179
2238,8235,0.995213161
468,2102,0.9951076225
2538,8737,0.994615802
1036,3675,0.994215819
650,2626,0.99408531
845,3143,0.9929053154999999
999,3536,0.99286971
735,2749,0.9925749454999999
2499,8687,0.99248759
1913,7024,0.992116941
2099,7924,0.992101975
2126,7974,0.9918577145
1151,4150,0.991786044
1576,5800,0.990425037
4,118,0.990102557
1184,4190,0.989672029
1057,3743,0.989463751
247,1070,0.989423349
1194,4202,0.989203518
1940,7077,0.989036124
1881,6824,0.988448468
1516,5571,0.9883770725000001
753,2770,0.988351519
1094,3944,0.988308293
895,3247,0.988105761
2058,7796,0.987692146
952,3414,0.987310044
288,1122,0.987264619
1994,7604,0.9860444115
2497,8680,0.98458601
296,1138,0.9843471555000001
666,2650,0.984217262
6,122,0.9840214650000001
150,484,0.983915033
638,2506,0.9836582094999999
2560,8772,0.983402001
1664,6115,0.983304578
1943,7086,0.983279343
1106,3993,0.982955585
773,2792,0.982511022
15,146,0.982463184
537,2210,0.982319747
1461,4857,0.981912375
1270,4464,0.981892495
1968,7292,0.981746362
1644,6045,0.981304783
1298,4495,0.981154894
657,2640,0.980867934
1847,6784,0.980474658
424,2031,0.980230801
565,2341,0.979716055
1880,6823,0.978660853
1191,4199,0.978649114
1307,4505,0.978648694
2134,7985,0.978647009
1643,6044,0.978578559
1007,3549,0.978538318
2517,8710,0.978516731
2202,8162,0.978320121
1941,7083,0.978225151
2332,8388,0.978218791
989,3510,0.978121021
1341,4565,0.977979195
930,3349,0.977127514
1962,7127,0.976985021
459,2088,0.976743023
2125,7973,0.9766709445
1141,4140,0.9765121695000001
852,3154,0.976403429
2079,7893,0.976321911
610,2450,0.976139607
1196,4204,0.976047518
2798,9150,0.975954858
1276,4470,0.975501872
2279,8317,0.975177276
1244,4431,0.974996591
100,289,0.97496574
856,3160,0.974726696
1146,4145,0.974627622
689,2698,0.9745643690000001
1313,4514,0.974083833
1371,4614,0.973996118
1874,6816,0.973754098
2625,8882,0.973561765
33,195,0.9731568095
1286,4483,0.97307275
1044,3696,0.971963376
74,257,0.9715413755
724,2735,0.9715167604999999
1366,4605,0.97146078
66,243,0.97090235
489,2141,0.970390325
1995,7605,0.970339083
1315,4516,0.969739061
1508,5471,0.969338052
2018,7641,0.968987744
1211,4220,0.968011141
1910,7020,0.9679142
633,2501,0.967878012
2066,7833,0.967600419
1329,4542,0.967024932
1401,4660,0.96628804
1284,4480,0.966186195
473,2111,0.966064394
1242,4427,0.965517941
551,2304,0.965215038
2034,7671,0.965016199
944,3399,0.964000992
1099,3966,0.9639574415
1126,4058,0.963938636
1784,6652,0.963644818
1979,7427,0.963622673
2035,7672,0.963069723
2068,7852,0.962009038
2348,8421,0.961955013
550,2291,0.961669069
732,2744,0.9615470454999999
2309,8355,0.960748537
1110,4011,0.960733139
255,1078,0.960277963
2278,8316,0.959926065
2074,7882,0.959690998
217,809,0.959352116
1393,4645,0.958747698
37,204,0.958477936
623,2475,0.958169595
2211,8180,0.957318054
646,2618,0.957008787
1866,6806,0.956685845
834,3130,0.95634072
253,1076,0.956000415
947,3405,0.955716678
738,2752,0.9556626079999999
1599,5872,0.955461688
1013,3561,0.955279724
2703,9024,0.955085277
511,2171,0.955072637
1389,4640,0.954956095
2684,8977,0.954628032
242,1056,0.954587417
2425,8560,0.954371908
948,3407,0.953819552
2249,8256,0.953801523
890,3242,0.953173466
2049,7740,0.953126991
1056,3740,0.953107442
1776,6530,0.952895947
548,2254,0.952542875
397,1627,0.952281837
851,3153,0.952150646
702,2711,0.952137159
2430,8565,0.952113235
963,3439,0.951753511
2405,8527,0.951682255
1243,4428,0.951644697
1934,7068,0.951491742
2201,8161,0.951189907
1835,6771,0.95107049
1780,6635,0.9508204949999999
800,3048,0.950735954
1681,6351,0.949997921
2255,8267,0.949965673
643,2609,0.9494085305
208,692,0.949075672
1709,6380,0.949065131
1387,4636,0.948276286
1411,4680,0.948211744
2053,7787,0.9481790594999999
103,296,0.94812162
1246,4435,0.947624622
1552,5708,0.947601216
502,2160,0.9466545980000001
969,3456,0.946529861
472,2110,0.945679493
2204,8166,0.945578092
87,275,0.9444860545
718,2729,0.943689994
271,1100,0.943183782
1584,5826,0.943152586
593,2412,0.9431473995
1023,3602,0.943070517
1886,6834,0.942877543
2323,8375,0.941459276
721,2732,0.941009527
1158,4163,0.940755344
1783,6651,0.940702854
1252,4443,0.94049925
351,1214,0.939759944
968,3452,0.939340763
1086,3857,0.939149979
1257,4449,0.938899105
452,2081,0.9379593955
370,1256,0.9375522199999999
1012,3560,0.937550789
1899,6868,0.937407865
992,3515,0.9370826545000001
449,2077,0.9367756899999999
1104,3987,0.936542284
1167,4172,0.9362220490000001
2395,8504,0.936208978
1942,7084,0.936127699
1372,4615,0.936050225
636,2504,0.936026037
431,2044,0.93583543
1186,4192,0.935608146
971,3460,0.935581204
1656,6079,0.935497428
670,2658,0.935456217
67,248,0.935303329
2030,7666,0.933756769
1138,4117,0.933711494
805,3064,0.933126319
607,2444,0.932831839
1978,7392,0.932192785
1628,6012,0.931844036
2213,8185,0.931842472
1588,5834,0.93142599
1906,6908,0.931084821
1915,7027,0.930970432
396,1626,0.930522414
1338,4557,0.930429445
1117,4028,0.930137284
506,2164,0.929955085
994,3521,0.929417523
2039,7681,0.929407125
1178,4184,0.929230563
1810,6742,0.929213011
1305,4503,0.929185948
479,2119,0.929049141
1369,4612,0.9288853884999999
1471,4869,0.928824015
1574,5796,0.928544861
2263,8279,0.928159218
1170,4175,0.928026832
1496,5262,0.927519639
1412,4683,0.927460612
1694,6364,0.927255055
425,2033,0.927243432
428,2037,0.926491385
2017,7640,0.925963436
770,2788,0.925957951
1975,7380,0.925891506
469,2104,0.925484885
1992,7599,0.925099456
1172,4177,0.924023738
1790,6672,0.923840808
1900,6875,0.9236777055000001
772,2791,0.923241446
1823,6757,0.922999323
1421,4705,0.922702749
1356,4590,0.922417945
1423,4707,0.922203609
533,2206,0.9212952085
1419,4701,0.921291141
1378,4623,0.920952558
1418,4700,0.920869076
142,463,0.920742415
2040,7682,0.92057099
652,2630,0.9205027115
1398,4651,0.920368894
1326,4538,0.92010362
240,1039,0.919991173
2002,7613,0.919515938
754,2771,0.9193289790000001
78,263,0.919108953
1030,3647,0.918732023
168,543,0.918714153
443,2069,0.9186106190000001
2339,8404,0.918534091
1675,6300,0.91837606
53,225,0.918057796
2340,8406,0.917875757
2191,8100,0.917436863
162,531,0.9166823820000001
1021,3599,0.916464694
349,1212,0.916393728
840,3137,0.91573885
626,2483,0.9146430165
1619,5990,0.9145651975
120,409,0.914367027
2334,8390,0.914027544
1960,7112,0.913959209
695,2704,0.913808218
402,1639,0.913794132
904,3262,0.913643479
875,3205,0.913380654
535,2208,0.913217783
566,2347,0.913000351
1853,6790,0.912701729
815,3094,0.91255672
2289,8330,0.912126417
1259,4452,0.9120711695
690,2699,0.9118475945
762,2780,0.911417943
1775,6528,0.911291918
953,3416,0.911198291
2046,7716,0.911075084
193,628,0.910832062
411,1904,0.910632713
766,2784,0.910600722
297,1146,0.910469436
966,3447,0.910460822
1911,7021,0.910273448
2566,8792,0.910260744
530,2198,0.9100484225
291,1126,0.9087703659999999
2680,8971,0.908747775
2511,8702,0.908346371
1102,3976,0.9082055265
501,2158,0.9080096075
916,3320,0.907854261
606,2443,0.907171189
810,3080,0.906923075
1266,4460,0.906435745
2003,7614,0.906357277
1977,7388,0.906020987
419,1968,0.905920652
1807,6738,0.905579148
310,1172,0.905301845
1465,4862,0.905038496
1322,4528,0.904406196
2026,7657,0.904298429
1782,6648,0.904208072
2069,7855,0.903708016
1623,6000,0.903514283
1502,5424,0.903509982
1054,3735,0.903508499
2021,7646,0.903348949
2092,7909,0.903339199
357,1220,0.90301518
976,3479,0.902983135
694,2703,0.902602069
558,2328,0.90241721
1667,6126,0.902141826
741,2757,0.902046562
1441,4831,0.901971711
1150,4149,0.901958544
1260,4453,0.901696269
2524,8720,0.901692086
1135,4108,0.901472738
2318,8370,0.901018439
739,2753,0.9009516905
276,1105,0.900668399
707,2717,0.899515412
1850,6787,0.899416573
1092,3916,0.899058792
820,3102,0.899015247
1559,5742,0.898922854
498,2155,0.8988605555
685,2692,0.898399657
1759,6436,0.89828104
1945,7091,0.898186829
706,2716,0.8978536375
725,2736,0.897808494
641,2604,0.897288803
540,2217,0.8970214679999999
258,1082,0.895987539
1651,6056,0.89574142
1203,4212,0.8953441879999999
1028,3642,0.895274481
1514,5560,0.895131948
1113,4017,0.894879714
2757,9105,0.894728056
568,2354,0.894627875
609,2448,0.894109527
272,1101,0.893885492
1501,5404,0.893090814
96,285,0.892953262
2073,7876,0.89292999
1365,4604,0.892670352
748,2765,0.892475709
1155,4159,0.8923283
50,222,0.8914311720000001
1889,6838,0.8906992155
81,266,0.890405875
128,427,0.890022324
492,2147,0.8898383675
660,2643,0.889831392
1935,7069,0.889703467
1173,4178,0.889353735
2028,7661,0.889190556
1029,3643,0.889062828
160,511,0.8888405
32,194,0.888516933
1451,4846,0.888131638
1871,6813,0.887961695
27,186,0.887554162
2029,7664,0.887222979
1976,7387,0.887176424
1069,3796,0.886804467
1130,4079,0.886754525
668,2653,0.8866010385
295,1132,0.886121663
612,2452,0.885948629
1183,4189,0.885765008
902,3259,0.885221109
486,2135,0.884642894
2251,8260,0.883758266
1581,5816,0.883330604
658,2641,0.882996047
645,2614,0.882688583
543,2227,0.882464041
161,512,0.8822006385000001
761,2779,0.882177987
726,2738,0.881955092
2136,7987,0.8819399185
1556,5720,0.881457821
1676,6343,0.881441659
1085,3854,0.881218318
1926,7054,0.881184703
1428,4745,0.8810953020000001
2307,8353,0.880813917
1996,7606,0.880434999
793,3036,0.880057853
1212,4222,0.8799349780000001
1982,7468,0.879909888
1179,4185,0.879841178
1407,4671,0.879788869
441,2067,0.879546683
578,2375,0.879111436
614,2458,0.879046114
1095,3948,0.878997669
1277,4471,0.878895856
5,119,0.878566567
1605,5937,0.878392188
298,1148,0.8781862525
1271,4465,0.8779251745000001
2036,7673,0.877912067
975,3477,0.8778116345
1852,6789,0.8773856325
988,3507,0.87734049
2432,8567,0.87730351
1306,4504,0.87708619
1328,4540,0.876802432
379,1560,0.875950378
465,2097,0.875736789
302,1160,0.875697932
1772,6493,0.8756028745
2989,9473,0.87548492
2097,7921,0.875467389
2129,7977,0.875168987
2440,8579,0.873895619
2280,8318,0.873761785
518,2179,0.873401059
1201,4210,0.873399725
1870,6812,0.872887846
1068,3781,0.872823555
450,2078,0.872557873
714,2725,0.8723048945
1470,4868,0.872158538
737,2751,0.870886187
1513,5547,0.870827858
923,3339,0.870785765
1512,5525,0.870637315
1105,3989,0.870598295
1679,6349,0.869363346
1005,3546,0.868909158
1493,5231,0.868503813
2402,8520,0.868380794
911,3287,0.868099356
1757,6434,0.867835422
673,2662,0.8677214815000001
1279,4475,0.867682764
1122,4043,0.867391326
1127,4063,0.8666467085
2363,8457,0.866582117
2401,8516,0.866372238
1988,7591,0.865986758
833,3125,0.865548311
600,2427,0.86542734
628,2492,0.865168217
1058,3744,0.863925765
1626,6007,0.863842847
1613,5976,0.86367836
1424,4708,0.863250208
654,2633,0.862936238
1669,6139,0.862504798
1795,6692,0.861976692
383,1573,0.861911581
849,3151,0.861650629
2281,8319,0.861356851
286,1120,0.8613545985
99,288,0.8613081415000001
1597,5861,0.861191448
1447,4842,0.861093427
1948,7099,0.861046535
896,3249,0.861017582
919,3330,0.8609270925000001
405,1871,0.860807228
274,1103,0.860565464
1333,4548,0.860510341
581,2383,0.860050743
1275,4469,0.8598370595
510,2170,0.859824827
1346,4571,0.858745456
1355,4589,0.858556073
903,3260,0.858442627
1353,4587,0.858049945
2271,8300,0.858004137
1215,4225,0.857467027
914,3308,0.85735106
376,1550,0.857134309
436,2057,0.857026149
1089,3895,0.856955776
719,2730,0.856873019
915,3318,0.856869988
1662,6112,0.856388894
1180,4186,0.85629594
821,3104,0.856070449
1957,7109,0.855717557
1989,7595,0.855224607
1933,7067,0.85515045
1573,5792,0.854948787
1237,4391,0.854831785
2676,8966,0.854708604
324,1186,0.8544242070000001
949,3408,0.854404686
91,279,0.8540207074999999
1840,6776,0.853920615
1343,4567,0.853855801
1430,4785,0.853297367
2675,8964,0.85268478
433,2051,0.852601019
632,2500,0.851820511
1540,5660,0.85173902
1134,4107,0.851701226
1087,3859,0.851643444
369,1249,0.8515379
1354,4588,0.850865983
496,2153,0.850846903
1837,6773,0.850751732
251,1074,0.8502718055
803,3057,0.850224113
1458,4854,0.849682649
1443,4834,0.849490054
1400,4659,0.849391617
1120,4036,0.8492907
1453,4848,0.848851525
43,214,0.848740005
1101,3973,0.8485605185
1185,4191,0.848028085
368,1246,0.847954321
138,451,0.847877028
388,1592,0.847343294
615,2459,0.846953277
488,2140,0.846789015
835,3131,0.846665624
997,3531,0.846181961
1386,4635,0.846153535
141,459,0.845969301
2575,8809,0.845860338
1777,6536,0.845829757
476,2114,0.845711241
2071,7864,0.845628272
2682,8973,0.844922942
1376,4620,0.844385473
647,2621,0.844220711
1124,4049,0.844038532
1438,4826,0.843380969
177,570,0.842424558
314,1176,0.842407538
1898,6864,0.842302245
582,2388,0.8420151675
2377,8481,0.840527209
2057,7795,0.840478634
1234,4364,0.840474058
561,2334,0.840422771
960,3428,0.840272299
1442,4832,0.839816763
692,2701,0.8390064765
252,1075,0.838252791
143,464,0.838212914
1649,6054,0.8377586135
2031,7667,0.837657942
245,1068,0.8375584705000001
831,3123,0.837510875
602,2435,0.837489494
1445,4839,0.837309004
559,2329,0.837095379
1169,4174,0.8368127195
7,127,0.8363552030000001
703,2712,0.836324646
1219,4230,0.8358890205
1633,6020,0.835203737
2559,8769,0.835101391
2407,8534,0.834731914
2009,7623,0.83431048
573,2363,0.834269625
163,533,0.834090552
809,3075,0.833932224
1793,6680,0.833892797
1437,4825,0.832438369
108,346,0.832353652
1808,6739,0.831498571
1981,7460,0.831235349
1129,4077,0.831134378
1498,5265,0.8310083845
577,2374,0.83088843
1160,4165,0.830832158
427,2035,0.829985464
2014,7631,0.829448134
1937,7072,0.829363197
659,2642,0.829289457
28,187,0.8285730605
373,1547,0.828412506
1860,6798,0.828341219
1331,4545,0.827520974
557,2327,0.8274463775
363,1226,0.827341404
1238,4393,0.827323646
1153,4154,0.8271573539999999
1624,6004,0.826504437
2016,7639,0.826038671
1052,3728,0.82583638
1488,5180,0.825822316
2007,7619,0.825341022
563,2339,0.824411435
85,272,0.824353348
1455,4851,0.824352439
2391,8498,0.8238821
549,2267,0.823784158
1631,6016,0.823782736
1145,4144,0.823604626
590,2405,0.8234927975
1210,4219,0.823408823
2117,7960,0.8230375919999999
1827,6762,0.82297733
2023,7648,0.8224829
417,1957,0.822449142
1081,3831,0.822309614
1014,3562,0.822201932
587,2400,0.821858398
1771,6471,0.821677237
1818,6752,0.821418747
8,128,0.821109214
95,283,0.820901846
1181,4187,0.820456116
1812,6745,0.820080647
1047,3707,0.820010839
2015,7635,0.819854227
1224,4283,0.8196859645
2065,7828,0.819529111
1345,4570,0.81943769
2050,7760,0.819018978
412,1919,0.81873057
2426,8561,0.818418766
926,3344,0.818405448
973,3467,0.818395536
1781,6643,0.817963368
1352,4583,0.817834536
124,415,0.817705999
765,2783,0.817618466
920,3331,0.817546545
487,2139,0.817412549
164,536,0.8169253835000001
1168,4173,0.8168216530000001
2196,8105,0.816640504
956,3422,0.816040057
1548,5692,0.816007418
346,1209,0.815799246
97,286,0.814699565
1907,6915,0.814547688
866,3180,0.81423801
1785,6654,0.814234159
1090,3904,0.814030763
576,2372,0.813719736
873,3203,0.813566439
188,610,0.8133928505
365,1234,0.8130815775
280,1113,0.812908947
2384,8488,0.812836151
891,3243,0.812834959
846,3147,0.812684952
1894,6847,0.812638262
1199,4207,0.812573818
1166,4171,0.8124514155
1637,6032,0.812404873
1549,5696,0.812228951
778,2857,0.81191342
1067,3780,0.810430021
385,1586,0.810310641
1634,6023,0.810036604
499,2156,0.809963563
755,2772,0.809834506
45,217,0.809480593
897,3250,0.809217202
2269,8292,0.808885106
93,281,0.808765853
918,3324,0.808634581
1991,7598,0.808015595
927,3346,0.807933515
1288,4485,0.807594967
1416,4692,0.807523654
1123,4044,0.8073751755
1339,4558,0.806614552
46,218,0.806518203
709,2720,0.806477594
1565,5770,0.806212892
867,3183,0.806004729
712,2723,0.805682578
743,2759,0.805632046
456,2085,0.8055902595
825,3111,0.805587974
144,467,0.805502238
1367,4607,0.805233246
1223,4252,0.8050407305
584,2392,0.8050317410000001
1294,4491,0.8049484229999999
1640,6038,0.804880988
1993,7603,0.8045518144999999
1043,3695,0.804471705
483,2125,0.804348016
494,2149,0.8041905309999999
756,2773,0.80369862
1017,3579,0.803654898
1924,7052,0.803527644
1450,4845,0.803312689
642,2606,0.802821816
974,3474,0.802351644
1914,7025,0.802007558
1360,4596,0.801936722
1239,4404,0.801747114
1048,3708,0.801575052
2070,7856,0.801525123
334,1196,0.801432988
2558,8767,0.801378544
1891,6842,0.8009798109999999
797,3043,0.800975642
1273,4467,0.800875886
2203,8163,0.800756515
870,3191,0.800489307
595,2417,0.800257009
42,212,0.80013307
1454,4850,0.800065312
500,2157,0.7999165065
1024,3612,0.799825932
1558,5741,0.799810167
740,2756,0.799665385
1767,6449,0.799031041
1483,5087,0.798826605
2349,8422,0.798784339
767,2785,0.7985069035
909,3271,0.798434464
1209,4218,0.798058542
248,1071,0.797683585
727,2739,0.797590003
1374,4618,0.797532856
440,2064,0.797237964
854,3158,0.796716334
691,2700,0.7966216724999999
639,2533,0.796616989
1722,6395,0.796528049
1873,6815,0.79597309
332,1194,0.795918349
898,3251,0.795387078
1495,5257,0.795341706
1580,5812,0.795273813
156,499,0.795182161
236,989,0.795101619
306,1166,0.794863795
1140,4135,0.7946568039999999
