,ID,1AP ∆Ffast normalized
2794,9146,1.740527596
2095,7916,1.740155115
2662,8937,1.738794631
2218,8191,1.737118941
2362,8451,1.725405398
3020,9545,1.725161465
2857,9246,1.724654829
2531,8729,1.724159722
2366,8461,1.723602721
2849,9227,1.722616371
2945,9400,1.72205985
1760,6437,1.721248001
1805,6736,1.72085899
2352,8432,1.7190557745
1289,4486,1.714157485
1677,6347,1.712965335
1741,6414,1.712489435
2439,8578,1.711288149
2957,9422,1.709874421
2274,8308,1.707885309
2633,8893,1.704563412
2783,9132,1.701756808
2507,8697,1.700349178
2118,7961,1.699079049
2322,8374,1.698938688
2652,8919,1.697820537
1653,6064,1.697352518
2734,9072,1.696316386
2851,9229,1.691890012
2612,8868,1.686778505
2570,8801,1.686529145
2761,9109,1.684834473
2673,8959,1.682935093
2205,8167,1.682662067
625,2482,1.682475112
2621,8878,1.680151562
2996,9507,1.679552326
2603,8851,1.679482126
2477,8645,1.677340263
2546,8746,1.673494767
1264,4458,1.669687374
2552,8752,1.669091094
1046,3703,1.669083491
399,1630,1.6628363475
546,2242,1.660097205
1721,6393,1.658718206
2433,8568,1.658354275
2737,9079,1.656494786
1758,6435,1.652768638
2922,9365,1.652035649
2465,8620,1.651893084
2137,7988,1.650506295
2320,8372,1.649917417
962,3436,1.649818409
2417,8547,1.647894934
716,2727,1.645760432
2856,9242,1.643373079
2916,9359,1.641380242
26,182,1.6390136245
20,158,1.6381224035000002
2800,9154,1.636213452
2835,9208,1.635962354
2556,8760,1.635420683
2609,8858,1.633020144
104,302,1.632798919
1684,6354,1.631967118
2116,7958,1.631108922
1763,6440,1.627531359
2372,8476,1.623789172
1730,6403,1.622959978
2130,7978,1.622882773
2829,9193,1.622569995
2828,9192,1.621584796
1964,7155,1.620703971
410,1902,1.620612255
2710,9036,1.619234663
461,2093,1.619206571
1139,4128,1.6172247925
2304,8350,1.616504555
2563,8783,1.614944753
3045,9596,1.612632777
3006,9526,1.61207169
2715,9041,1.61125535
2380,8484,1.609072429
117,406,1.608611507
1319,4520,1.606693366
2967,9439,1.604101981
1829,6764,1.603760462
2784,9133,1.598482083
2100,7925,1.597666822
2508,8698,1.595504192
2838,9213,1.594790308
2165,8028,1.5915080124999998
2907,9347,1.5909998705000001
2649,8914,1.589654823
2133,7984,1.588614949
2991,9485,1.585626858
2721,9049,1.583040724
2708,9034,1.582944455
420,1973,1.5821599425000001
1299,4496,1.581612388
2442,8581,1.581301205
2727,9063,1.580401549
3031,9575,1.580321512
2314,8361,1.579332546
2115,7957,1.577415487
2651,8918,1.57732919
2148,8004,1.5767553705
114,401,1.576492639
2832,9199,1.57620524
3034,9579,1.5758791165
1742,6415,1.575806908
1696,6366,1.575287145
1736,6409,1.573538991
2181,8078,1.572806064
2830,9197,1.571834869
382,1572,1.57171276
2482,8653,1.571057047
2817,9178,1.570785784
2328,8380,1.568829823
2545,8745,1.568580485
2154,8010,1.5683709575
3019,9543,1.5683557135000001
2236,8223,1.56677517
2389,8495,1.565128104
1734,6407,1.563674915
2428,8563,1.563665809
116,404,1.562735941
2729,9065,1.561114067
2972,9445,1.554015827
2373,8477,1.553719411
2674,8963,1.55314942
1323,4532,1.548890863
3024,9554,1.546733692
2714,9040,1.543015177
701,2710,1.541890293
2461,8613,1.541585272
1287,4484,1.5411223765000002
1689,6359,1.540309945
1727,6400,1.540115522
2990,9479,1.540058182
2385,8489,1.53971637
2081,7895,1.538973161
2192,8101,1.538339347
316,1178,1.537322544
2650,8915,1.534832603
2185,8086,1.53277676
2906,9346,1.5320867025
2496,8678,1.5316851615
2243,8245,1.530542615
2404,8525,1.526801251
936,3363,1.526386217
2502,8691,1.525838138
2424,8558,1.525524988
2802,9156,1.523716574
2816,9177,1.523020214
2259,8272,1.522908252
2490,8671,1.5214237675
1665,6117,1.520661741
2225,8201,1.519431634
2347,8420,1.519299659
2897,9327,1.5161363175
1755,6432,1.515916232
1690,6360,1.511911765
284,1118,1.508903276
2979,9455,1.508801594
2419,8550,1.508484139
2532,8730,1.508283102
278,1107,1.504445284
1705,6375,1.504355122
2520,8713,1.502822882
2188,8092,1.501344698
2144,7999,1.499456901
2840,9215,1.498408535
1682,6352,1.498087593
2738,9080,1.495742567
2103,7930,1.495510827
2841,9216,1.494843075
656,2636,1.4937641
2248,8255,1.491977027
2479,8648,1.489742838
2383,8487,1.489449698
1274,4468,1.487235002
2811,9168,1.486681899
2109,7945,1.483793522
2094,7915,1.482547684
2831,9198,1.481301388
2749,9093,1.480933153
3001,9520,1.480468749
3011,9531,1.479272111
2992,9488,1.477351808
2388,8494,1.477269524
2106,7936,1.476674956
2660,8932,1.47649367
2701,9016,1.476413763
2584,8827,1.472719424
299,1149,1.472393029
2463,8616,1.472123795
1765,6442,1.470245062
69,250,1.469581446
2847,9222,1.468756442
2258,8271,1.468496555
2478,8647,1.468159408
2836,9209,1.467362934
1296,4493,1.4664671
2787,9136,1.465648734
1112,4016,1.464231171
1743,6416,1.46360954
1321,4525,1.463014388
2459,8607,1.462952339
2108,7939,1.462327684
2172,8047,1.462031903
2142,7996,1.461201439
2227,8203,1.461150869
2240,8237,1.461049317
111,396,1.458707909
2581,8819,1.457683247
1569,5788,1.457605336
806,3065,1.456785786
266,1092,1.4562086695
2968,9440,1.4559653865
2988,9470,1.455938961
2222,8197,1.455278194
2308,8354,1.454981568
2215,8188,1.451570976
3042,9591,1.450835387
1720,6392,1.450589357
2435,8571,1.450210633
2747,9091,1.448674369
1003,3544,1.448140437
2370,8474,1.44652509
453,2082,1.445741983
2207,8174,1.445274549
2913,9356,1.443637153
2326,8378,1.443263547
121,410,1.442751546
1754,6428,1.441912747
2505,8695,1.44147783
2999,9517,1.4408365184999998
2551,8751,1.439404638
2975,9449,1.4393062505
978,3481,1.437820684
964,3443,1.437196254
571,2357,1.4365002805
2416,8546,1.435622871
1249,4439,1.434029158
1137,4116,1.43314191
2639,8900,1.43303719
2476,8642,1.43278146
2086,7902,1.432635848
320,1182,1.432327342
1748,6421,1.432194397
2534,8733,1.431237227
818,3097,1.430497895
1761,6438,1.430142702
1295,4492,1.4293526404999999
2688,8989,1.426562645
2480,8650,1.426286858
421,1974,1.4258089790000001
1718,6390,1.424880704
2270,8293,1.423676117
2723,9059,1.423323299
2585,8831,1.422781864
1152,4153,1.42257189
2564,8785,1.42143554
2177,8063,1.420838217
2287,8328,1.420222786
2527,8724,1.419262385
1310,4510,1.4183428839999999
1254,4445,1.416876616
2965,9437,1.416486932
3002,9522,1.415654753
2297,8340,1.414076814
1756,6433,1.413195306
1293,4490,1.41087887
2772,9121,1.409832268
2819,9180,1.409040694
2553,8754,1.408733171
1652,6060,1.408355053
2717,9044,1.40829333
1985,7564,1.407506142
1256,4448,1.4072989515
1692,6362,1.403929512
2045,7709,1.403856461
1217,4228,1.403696007
653,2632,1.401801626
10,131,1.400899602
1752,6425,1.400648653
1297,4494,1.399770502
1659,6090,1.399176686
2961,9431,1.3988723520000002
243,1060,1.398283418
2316,8365,1.398263685
2161,8020,1.397652083
2640,8901,1.397609058
300,1152,1.39624768
303,1161,1.395560815
2515,8707,1.39480628
2705,9028,1.393443716
2141,7995,1.3933200705
2850,9228,1.393113235
2742,9085,1.39271179
2971,9444,1.3913862935
2613,8870,1.390955891
2669,8949,1.390332261
2466,8621,1.389438733
2803,9157,1.388826698
1724,6397,1.388124822
2632,8892,1.386936112
2998,9516,1.3855423519999999
757,2774,1.3845232054999999
2408,8537,1.383555791
2629,8886,1.383486385
1712,6384,1.380739872
696,2705,1.380616289
457,2086,1.3801407785
2194,8103,1.37938482
2995,9505,1.376653149
1420,4703,1.376530019
749,2766,1.3747220334999999
1477,4892,1.3729500015
1351,4582,1.371898517
3025,9558,1.371743052
2437,8575,1.371607917
736,2750,1.370858243
1037,3678,1.369855261
115,402,1.369217381
2378,8482,1.368265967
1362,4598,1.368263855
2457,8604,1.367919031
1258,4450,1.36771614
2698,9009,1.366131955
1700,6370,1.365395698
2406,8530,1.364399442
2155,8011,1.3636440875
408,1897,1.363430523
2382,8486,1.363351137
787,3023,1.362736404
2261,8277,1.362636086
1878,6821,1.362482144
1132,4091,1.362078928
2301,8345,1.36174665
2736,9078,1.360549709
2451,8594,1.360462932
634,2502,1.3603283469999998
1739,6412,1.359723471
2489,8670,1.35947388
2138,7989,1.3588775205
2399,8514,1.355050729
1248,4437,1.354580794
9,129,1.3545038455
445,2071,1.354302816
312,1174,1.353645038
1731,6404,1.352098797
2140,7991,1.35159596
2237,8227,1.350256535
317,1179,1.348313381
2329,8383,1.348069792
2691,8999,1.347548225
1039,3680,1.347285991
330,1192,1.34685435
2343,8411,1.344813213
2409,8538,1.344227478
1737,6410,1.343900032
2355,8437,1.3435468725000002
2078,7892,1.343134009
384,1579,1.3413527
1585,5831,1.341059638
2325,8377,1.340899946
799,3046,1.339722591
463,2095,1.339495779
1872,6814,1.338597457
2327,8379,1.338411266
2151,8007,1.336925892
1787,6656,1.336911837
2187,8088,1.336146745
2711,9037,1.33396451
2230,8209,1.333606797
1972,7340,1.331675065
1809,6740,1.331478837
698,2707,1.3293113645
2859,9249,1.329003558
398,1628,1.328933438
301,1156,1.326243514
1732,6405,1.325920335
910,3272,1.325013506
2668,8948,1.32497002
2821,9182,1.324938911
2166,8031,1.324876088
2075,7888,1.32273792
2627,8884,1.32256995
611,2451,1.322540176
2082,7897,1.321948654
1377,4622,1.3218383325
2132,7981,1.321316811
2076,7889,1.320097001
2448,8589,1.319945777
1251,4442,1.3196112505
1703,6373,1.319275209
1672,6154,1.319226969
110,395,1.317766311
2412,8541,1.317738664
1476,4890,1.316767573
601,2431,1.316496696
2926,9371,1.314211656
2168,8033,1.313595171
2253,8264,1.310772952
758,2775,1.309019496
522,2186,1.30787414
1868,6810,1.304570239
1301,4499,1.3044791895
430,2043,1.304090139
2381,8485,1.302490455
1654,6068,1.301777872
2275,8309,1.300320185
2536,8735,1.299590246
2167,8032,1.299335589
458,2087,1.2989606155
2525,8721,1.298585505
585,2395,1.2978065445
2699,9010,1.297684016
1509,5500,1.2976237025
730,2742,1.2962043995
901,3255,1.295297698
764,2782,1.295036013
631,2496,1.293734791
2824,9186,1.293556981
2176,8061,1.292421667
861,3166,1.292320276
2179,8068,1.290383954
2128,7976,1.29021789
2930,9375,1.290183615
2224,8200,1.289911206
2528,8725,1.288948978
2206,8169,1.286617049
1958,7110,1.285957217
1959,7111,1.285846865
1967,7262,1.2848543714999998
728,2740,1.2842908995
129,431,1.284129306
466,2098,1.283341866
2969,9441,1.282668938
1490,5209,1.282572114
262,1087,1.281823085
2776,9125,1.281693219
1719,6391,1.2814937985000001
1687,6357,1.281488383
2379,8483,1.281439484
2346,8418,1.281318263
745,2761,1.280620455
1020,3595,1.277664139
2519,8712,1.2768972205
2526,8722,1.27646128
1954,7106,1.275685122
2695,9004,1.275120249
1740,6413,1.275091764
751,2768,1.274717383
507,2166,1.274371355
2696,9005,1.274022415
481,2121,1.274014701
446,2072,1.273563225
464,2096,1.272759377
1590,5836,1.272346051
1188,4195,1.270946715
2400,8515,1.270841865
260,1085,1.270007546
2293,8335,1.269455011
2686,8982,1.269172773
136,447,1.268452981
2982,9460,1.267168708
2837,9212,1.266809637
148,479,1.266153713
414,1947,1.264109463
455,2084,1.2640625835
2163,8024,1.2639282385
1309,4508,1.263105688
279,1111,1.262874406
2472,8635,1.262509759
2562,8780,1.261849965
478,2118,1.259378862
1034,3670,1.259132419
2685,8979,1.258072608
2374,8478,1.257333285
2537,8736,1.25666477
1208,4217,1.256591867
438,2060,1.256302234
2447,8586,1.256139721
1272,4466,1.2552758185
2506,8696,1.254991105
2758,9106,1.25412114
147,477,1.253436803
1902,6892,1.252511383
378,1555,1.251946747
2709,9035,1.251552474
534,2207,1.250927132
1111,4015,1.250705337
763,2781,1.250632912
454,2083,1.250148662
60,233,1.248974431
2123,7968,1.2486781765
2544,8744,1.246627605
2360,8447,1.244499899
2264,8280,1.243193424
1469,4867,1.24281348
1883,6826,1.242746828
1226,4291,1.242077524
1397,4650,1.2418006395
2462,8615,1.241659065
2047,7723,1.240695348
1324,4533,1.240607834
2460,8609,1.240217381
2583,8826,1.239612921
180,586,1.238730026
2105,7935,1.23831353
1711,6383,1.238312037
2555,8757,1.236904103
2139,7990,1.2366076315
77,262,1.2363434020000001
1918,7036,1.234620621
2096,7919,1.23389734
1302,4500,1.233082124
1156,4161,1.2323011085000002
1571,5790,1.2318277334999999
1214,4224,1.2306828914999999
1317,4518,1.230292374
1903,6896,1.230267793
2550,8750,1.230179693
951,3412,1.230158811
2645,8906,1.230078043
1845,6782,1.229323429
1262,4456,1.228987736
2912,9355,1.228086765
1446,4840,1.227916226
474,2112,1.2275412
1384,4631,1.224666378
1236,4387,1.224113822
1497,5263,1.222449524
2170,8035,1.2224212535
1222,4234,1.220306723
2628,8885,1.220159308
313,1175,1.219088972
364,1230,1.218608051
2796,9148,1.218488261
442,2068,1.218456375
1348,4574,1.217870692
1570,5789,1.217034061
630,2495,1.216924288
1875,6817,1.215891792
2268,8290,1.21571361
1268,4462,1.213975843
2088,7905,1.213697399
2350,8426,1.213693881
1320,4522,1.2127449365
447,2073,1.211584236
2557,8764,1.211298441
1726,6399,1.210057438
118,407,1.209443478
131,434,1.209319403
1227,4296,1.208330311
2814,9175,1.207901191
807,3066,1.207289223
531,2204,1.20583578
2180,8072,1.205421801
2200,8112,1.20535976
1368,4608,1.204785155
2351,8427,1.204690651
792,3034,1.204532802
322,1184,1.204348957
2234,8220,1.203761599
88,276,1.2031545339999998
2149,8005,1.2026461155
538,2211,1.202529343
2441,8580,1.201829005
2518,8711,1.201519432
857,3161,1.2014863015000001
2341,8407,1.20035336
704,2713,1.1975882265000002
497,2154,1.197414553
1088,3891,1.196684484
2330,8384,1.196297038
1480,5024,1.195514782
1961,7114,1.195253141
1282,4478,1.194639909
980,3486,1.192873951
2987,9467,1.191774826
2267,8288,1.191385539
2533,8731,1.190465906
2573,8804,1.190142179
2216,8189,1.189824332
1723,6396,1.189784274
2512,8703,1.189212199
513,2173,1.188915407
1691,6361,1.188649343
1192,4200,1.188518705
2257,8269,1.188268921
495,2150,1.187049119
996,3530,1.186274662
512,2172,1.184826916
2683,8974,1.184581149
1342,4566,1.1844468805
1253,4444,1.183495392
604,2441,1.182516944
864,3172,1.182339186
2743,9087,1.182107265
1460,4856,1.181835814
618,2466,1.181410581
2152,8008,1.1805059039999999
1489,5198,1.180248562
1499,5280,1.179068978
72,254,1.1779033635
1396,4649,1.1768394765
1655,6076,1.176501838
432,2050,1.176450465
362,1225,1.175354661
2706,9031,1.175090243
1163,4168,1.174993339
2804,9159,1.174713137
2311,8357,1.174345585
995,3525,1.1741204884999998
2303,8349,1.173961775
321,1183,1.17393286
2083,7898,1.17378789
1022,3600,1.173518484
2429,8564,1.173079273
2375,8479,1.172911885
2712,9038,1.172749318
1663,6114,1.171495369
2576,8810,1.171366203
451,2080,1.170493297
788,3025,1.170203909
1165,4170,1.170147399
1698,6368,1.169685635
2113,7953,1.167475227
404,1848,1.166994911
1949,7100,1.166979552
1433,4821,1.166959248
462,2094,1.1662724199999999
729,2741,1.1662037395
2169,8034,1.165624674
2427,8562,1.165410868
711,2722,1.164199746
1311,4511,1.164057082
569,2355,1.163791656
2702,9021,1.161796692
1867,6809,1.161074772
1788,6660,1.1607284
2704,9025,1.16040631
1481,5039,1.159746446
683,2689,1.158645966
2214,8186,1.158409713
2891,9314,1.158293374
1072,3806,1.157349075
2923,9366,1.157234374
2143,7998,1.15689683
2693,9002,1.156708399
1229,4320,1.155987816
1221,4232,1.1557771890000001
2087,7903,1.154029233
1202,4211,1.153711842
1330,4543,1.153494727
2760,9108,1.153086529
1391,4643,1.152936112
2587,8835,1.151888039
157,502,1.1505952085
1746,6419,1.150558339
1856,6794,1.14950119
400,1631,1.149394805
2260,8276,1.149070961
1074,3809,1.148666238
2107,7937,1.148430222
1452,4847,1.148400835
391,1596,1.148328913
2672,8957,1.148125617
1426,4712,1.147993372
1300,4497,1.147642457
1686,6356,1.146690001
1671,6152,1.146243169
588,2402,1.14576904
1370,4613,1.145759587
1263,4457,1.143989354
1764,6441,1.143518744
1876,6818,1.143384384
1406,4670,1.142758614
1459,4855,1.142505015
2272,8303,1.142471327
1487,5151,1.142340777
406,1878,1.141736495
1685,6355,1.141314208
731,2743,1.141228963
723,2734,1.140755672
1206,4215,1.140229141
1425,4709,1.139872921
1040,3684,1.139775209
1762,6439,1.139665744
1485,5147,1.139491892
1281,4477,1.138700054
819,3098,1.138074753
859,3163,1.138021387
2716,9042,1.137976493
2090,7907,1.136765973
1193,4201,1.136576324
556,2325,1.136289166
1228,4311,1.136232701
55,228,1.135473954
2345,8415,1.134896853
